signal_index,symbol,signal_date,market_cap,sector,status,signal_candle_high,entry_price,entry_date,exit_price,exit_date,exit_reason,months_held,total_return_percent,cagr_percent,cmgr_percent,max_high,max_high_date,drawdown_percent,stop_loss_price,target1_price,target2_price
1368,AHLUCONT,03-08-2020,Midcap,Realty,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1369,NELCAST,03-08-2020,Smallcap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1370,ALPA,03-08-2020,Smallcap,Healthcare,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1371,KPRMILL,03-08-2020,Largecap,Consumer Discretionary,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1372,MAANALU,03-08-2020,Smallcap,Metals & Mining,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1373,RBL,03-08-2020,Smallcap,Auto,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1374,DLINKINDIA,03-08-2020,Smallcap,Services,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1375,ROSSELLIND,03-08-2020,Smallcap,FMCG,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1376,PRESTIGE,03-08-2020,Largecap,Realty,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1377,INVENTURE,03-08-2020,Smallcap,Financials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1378,VEEDOL,03-08-2020,Smallcap,Chemicals,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1379,DENORA,03-08-2020,Smallcap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1380,ORISSAMINE,03-08-2020,Smallcap,Metals & Mining,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1381,NORBTEAEXP,03-08-2020,Smallcap,FMCG,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1382,BANARISUG,01-09-2020,Smallcap,FMCG,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1383,BEPL,01-09-2020,Smallcap,Energy,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1384,GODREJIND,01-09-2020,Largecap,Chemicals,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1385,IGPL,01-09-2020,Smallcap,Chemicals,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1386,KAJARIACER,01-09-2020,Midcap,Building Materials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1387,MANALIPETC,01-09-2020,Smallcap,Energy,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1388,SURYAROSNI,01-09-2020,Midcap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1389,TIRUMALCHM,01-09-2020,Smallcap,Chemicals,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1390,CEATLTD,01-09-2020,Midcap,Auto,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1391,SARDAEN,01-09-2020,Midcap,Metals & Mining,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1392,AUSOMENT,01-09-2020,Smallcap,Consumer Discretionary,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1393,WELSPUNLIV,01-09-2020,Midcap,Textiles,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1394,VINDHYATEL,01-09-2020,Smallcap,Realty,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1395,JAMNAAUTO,01-09-2020,Smallcap,Auto,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1396,ICIL,01-09-2020,Midcap,Textiles,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1397,VENKEYS,01-09-2020,Smallcap,FMCG,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1398,VENUSREM,01-09-2020,Smallcap,Healthcare,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1399,JINDWORLD,01-09-2020,Smallcap,Textiles,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1400,CUB,01-09-2020,Midcap,Bank,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1401,BLBLIMITED,01-09-2020,Smallcap,Financials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1402,SHREERAMA,01-09-2020,Smallcap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1403,RAMCOSYS,01-09-2020,Smallcap,I.T,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1404,STLTECH,01-09-2020,Midcap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1405,STAR,01-09-2020,Midcap,Healthcare,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1406,ALLCARGO,01-09-2020,Smallcap,Transportation,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1407,FIEMIND,01-09-2020,Midcap,Auto,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1408,TIIL,01-09-2020,Midcap,Metals & Mining,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1409,TARMAT,01-09-2020,Smallcap,Realty,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1410,JYOTHYLAB,01-09-2020,Midcap,FMCG,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1411,PPAP,01-09-2020,Smallcap,Auto,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1412,DHANI,01-09-2020,Smallcap,Financials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1413,BIRLAMONEY,01-09-2020,Smallcap,Financials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1414,EXPLEOSOL,01-09-2020,Smallcap,I.T,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1415,OBEROIRLTY,01-09-2020,Largecap,Realty,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1416,HEXATRADEX,01-09-2020,Smallcap,Financials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1417,VSSL,01-09-2020,Smallcap,Metals & Mining,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1418,CNXSMALLCAP,01-09-2020,Smallcap,Indices,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1419,ELECTCAST,01-10-2020,Midcap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1420,GLFL,01-10-2020,Smallcap,Financials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1421,AMJLAND,01-10-2020,Smallcap,Realty,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1422,ACC,01-10-2020,Largecap,Building Materials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1423,MUKANDLTD,01-10-2020,Smallcap,Metals & Mining,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1424,ASHOKLEY,01-10-2020,Largecap,Auto,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1425,CEATLTD,01-10-2020,Midcap,Auto,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1426,SAGCEM,01-10-2020,Smallcap,Building Materials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1427,NCLIND,01-10-2020,Smallcap,Building Materials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1428,IFBIND,01-10-2020,Midcap,Consumer Discretionary,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1429,MMFL,01-10-2020,Smallcap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1430,PRECWIRE,01-10-2020,Smallcap,Metals & Mining,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1431,VIMTALABS,01-10-2020,Smallcap,Healthcare,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1432,BLUEDART,01-10-2020,Midcap,Transportation,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1433,INDSWFTLAB,01-10-2020,Smallcap,Healthcare,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1434,OFSS,01-10-2020,Largecap,I.T,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1435,JSL,01-10-2020,Largecap,Metals & Mining,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1436,CENTURYPLY,01-10-2020,Midcap,Building Materials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1437,ACE,01-10-2020,Midcap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1438,PGIL,01-10-2020,Midcap,Consumer Discretionary,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1439,BIRLAMONEY,01-10-2020,Smallcap,Financials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1440,BROOKS,01-10-2020,Smallcap,Healthcare,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1441,BANARISUG,02-11-2020,Smallcap,FMCG,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1442,BEL,02-11-2020,Largecap,Aerospace & Defence,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1443,ELECTCAST,02-11-2020,Midcap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1444,HFCL,02-11-2020,Midcap,Telecom,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1445,LMW,02-11-2020,Midcap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1446,GRASIM,02-11-2020,Largecap,Textiles,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1447,PRSMJOHNSN,02-11-2020,Midcap,Building Materials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1448,JKLAKSHMI,02-11-2020,Midcap,Building Materials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1449,TATASTEEL,02-11-2020,Largecap,Metals & Mining,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1450,DECCANCE,02-11-2020,Smallcap,Building Materials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1451,CHOLAHLDNG,02-11-2020,Largecap,Financials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1452,AUTOAXLES,02-11-2020,Smallcap,Auto,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1453,IFBAGRO,02-11-2020,Smallcap,FMCG,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1454,TAINWALCHM,02-11-2020,Smallcap,Services,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1455,PTL,02-11-2020,Smallcap,Miscellaneous,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1456,SUNTECK,02-11-2020,Midcap,Realty,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1457,KEYFINSERV,02-11-2020,Smallcap,Financials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1458,JAYBARMARU,02-11-2020,Smallcap,Auto,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1459,VESUVIUS,02-11-2020,Midcap,Building Materials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1460,KABRAEXTRU,02-11-2020,Smallcap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1461,CUBEXTUB,02-11-2020,Smallcap,Metals & Mining,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1462,FILATEX,02-11-2020,Smallcap,Textiles,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1463,STERTOOLS,02-11-2020,Smallcap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1464,EMAMILTD,02-11-2020,Largecap,FMCG,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1465,JINDWORLD,02-11-2020,Smallcap,Textiles,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1466,COUNCODOS,02-11-2020,Smallcap,Realty,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1467,CYIENT,02-11-2020,Midcap,I.T,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1468,AXISBANK,02-11-2020,Largecap,Bank,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1469,CINEVISTA,02-11-2020,Smallcap,Realty,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1470,TTML,02-11-2020,Midcap,Telecom-Service,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1471,RKFORGE,02-11-2020,Midcap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1472,EKC,02-11-2020,Smallcap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1473,GALLANTT,02-11-2020,Midcap,Metals & Mining,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1474,UTTAMSUGAR,02-11-2020,Smallcap,FMCG,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1475,FORTIS,02-11-2020,Largecap,Healthcare,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1476,KOLTEPATIL,02-11-2020,Smallcap,Realty,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1477,SUMMITSEC,02-11-2020,Smallcap,Financials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1478,VEEDOL,02-11-2020,Smallcap,Chemicals,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1479,CNXREALTY,02-11-2020,Smallcap,Indices,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1480,ABB,01-12-2020,Largecap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1481,BANCOINDIA,01-12-2020,Midcap,Auto,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1482,CENTEXT,01-12-2020,Smallcap,Metals & Mining,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1483,EXIDEIND,01-12-2020,Largecap,Auto,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1484,DICIND,01-12-2020,Smallcap,Chemicals,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1485,CGPOWER,01-12-2020,Largecap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1486,SBIN,01-12-2020,Largecap,Bank,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1487,SAIL,01-12-2020,Largecap,Metals & Mining,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1488,GODREJIND,01-12-2020,Largecap,Chemicals,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1489,GHCL,01-12-2020,Midcap,Chemicals,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1490,GLFL,01-12-2020,Smallcap,Financials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1491,INDORAMA,01-12-2020,Smallcap,Textiles,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1492,INGERRAND,01-12-2020,Midcap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1493,KIRLOSIND,01-12-2020,Smallcap,Financials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1494,KSB,01-12-2020,Midcap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1495,THERMAX,01-12-2020,Largecap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1496,WSTCSTPAPR,01-12-2020,Smallcap,Building Materials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1497,LT,01-12-2020,Largecap,Realty,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1498,GNFC,01-12-2020,Midcap,Chemicals,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1499,INDHOTEL,01-12-2020,Largecap,Services,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1500,APOLLOTYRE,01-12-2020,Largecap,Auto,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1501,MOTOGENFIN,01-12-2020,Smallcap,Realty,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1502,VTL,01-12-2020,Midcap,Textiles,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1503,BANSWRAS,01-12-2020,Smallcap,Textiles,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1504,NIPPOBATRY,01-12-2020,Smallcap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1505,TALBROAUTO,01-12-2020,Smallcap,Auto,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1506,SCHAEFFLER,01-12-2020,Largecap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1507,GOACARBON,01-12-2020,Smallcap,Energy,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1508,SHRIRAMFIN,01-12-2020,Largecap,Financials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1509,INDBANK,01-12-2020,Smallcap,Financials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1510,BHAGYANGR,01-12-2020,Smallcap,Power & Utilities,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1511,ZENITHEXPO,01-12-2020,Smallcap,Consumer Discretionary,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1512,MANINDS,01-12-2020,Smallcap,Metals & Mining,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1513,PITTIENG,01-12-2020,Smallcap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1514,TTL,01-12-2020,Smallcap,Textiles,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1515,ASHIMASYN,01-12-2020,Smallcap,Miscellaneous,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1516,PIONEEREMB,01-12-2020,Smallcap,Textiles,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1517,STARPAPER,01-12-2020,Smallcap,Building Materials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1518,USHAMART,01-12-2020,Midcap,Metals & Mining,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1519,HBLENGINE,01-12-2020,Largecap,Auto,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
1520,GIPCL,01-12-2020,Smallcap,Power & Utilities,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1521,ONWARDTEC,01-12-2020,Smallcap,I.T,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1522,TRIGYN,01-12-2020,Smallcap,I.T,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1523,SILINV,01-12-2020,Smallcap,Financials,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1524,HONDAPOWER,01-12-2020,Smallcap,Industrials,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1525,PRAJIND,01-12-2020,Midcap,Industrials,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1526,KPIL,01-12-2020,Largecap,Realty,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1527,PEARLPOLY,01-12-2020,Smallcap,Plastic products,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1528,ADVANIHOTR,01-12-2020,Smallcap,Services,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1529,BALMLAWRIE,01-12-2020,Smallcap,Miscellaneous,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1530,SCI,01-12-2020,Midcap,Transportation,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1531,WANBURY,01-12-2020,Smallcap,Healthcare,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1532,ORCHPHARMA,01-12-2020,Smallcap,Healthcare,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1533,KREBSBIO,01-12-2020,Smallcap,Healthcare,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1534,SUNPHARMA,01-12-2020,Largecap,Healthcare,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1535,PANAMAPET,01-12-2020,Smallcap,Energy,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1536,HITECHCORP,01-12-2020,Smallcap,Industrials,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1537,GENUSPOWER,01-12-2020,Midcap,Consumer Discretionary,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1538,ORIENTBELL,01-12-2020,Smallcap,Building Materials,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1539,ALMONDZ,01-12-2020,Smallcap,Financials,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1540,SHAKTIPUMP,01-12-2020,Midcap,Industrials,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1541,EVEREADY,01-12-2020,Smallcap,Industrials,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1542,WELCORP,01-12-2020,Largecap,Industrials,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1543,NSIL,01-12-2020,Smallcap,Financials,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1544,GEOJITFSL,01-12-2020,Smallcap,Financials,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1545,SHREERAMA,01-12-2020,Smallcap,Industrials,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1546,ACLGATI,01-12-2020,Smallcap,Transportation,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1547,SUBEXLTD,01-12-2020,Smallcap,I.T,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1548,PNC,01-12-2020,Smallcap,Media,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1549,SMARTLINK,01-12-2020,Smallcap,I.T,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1550,OFSS,01-12-2020,Largecap,I.T,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1551,DATAMATICS,01-12-2020,Midcap,I.T,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1552,WELENT,01-12-2020,Midcap,Realty,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1553,GOKEX,01-12-2020,Midcap,Consumer Discretionary,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1554,NITINSPIN,01-12-2020,Smallcap,Textiles,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1555,PFC,01-12-2020,Largecap,Financials,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1556,AHLUCONT,01-12-2020,Midcap,Realty,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1557,FORTIS,01-12-2020,Largecap,Healthcare,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1558,DELTACORP,01-12-2020,Smallcap,Miscellaneous,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1559,DLF,01-12-2020,Largecap,Realty,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1560,TARMAT,01-12-2020,Smallcap,Realty,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1561,MANAKSIA,01-12-2020,Smallcap,Services,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1562,RECLTD,01-12-2020,Largecap,Financials,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1563,20MICRONS,01-12-2020,Smallcap,Metals & Mining,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1564,ROML,01-12-2020,Smallcap,FMCG,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1565,ADANIPOWER,01-12-2020,Largecap,Power & Utilities,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1566,RUPA,01-12-2020,Smallcap,Consumer Discretionary,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1567,GINNIFILA,01-12-2020,Smallcap,Textiles,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1568,DENORA,01-12-2020,Smallcap,Industrials,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1569,MADRASFERT,01-12-2020,Smallcap,Chemicals,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1570,PRECOT,01-12-2020,Smallcap,Textiles,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1571,KOTHARIPET,01-12-2020,Smallcap,Energy,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1572,SKMEGGPROD,01-12-2020,Smallcap,FMCG,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1573,STEL,01-12-2020,Smallcap,Financials,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1574,VARDHACRLC,01-12-2020,Smallcap,Textiles,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1575,NIFTYMETAL,01-12-2020,Smallcap,Indices,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1576,LIQUIDBEES,01-12-2020,Smallcap,Indices,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1577,BEML,01-01-2021,Midcap,Aerospace & Defence,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1578,DCW,01-01-2021,Smallcap,Energy,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1579,FINCABLES,01-01-2021,Midcap,Industrials,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1580,GOLDENTOBC,01-01-2021,Smallcap,Realty,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1581,LGBBROSLTD,01-01-2021,Smallcap,Auto,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1582,LUPIN,01-01-2021,Largecap,Healthcare,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1583,CENTENKA,01-01-2021,Smallcap,Textiles,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1584,NAHARSPING,01-01-2021,Smallcap,Textiles,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1585,TATAPOWER,01-01-2021,Largecap,Power & Utilities,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1586,FEDERALBNK,01-01-2021,Largecap,Bank,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1587,MANGLMCEM,01-01-2021,Smallcap,Building Materials,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1588,SEMAC,01-01-2021,Smallcap,Realty,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1589,HERCULES,01-01-2021,Smallcap,Financials,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1590,KANORICHEM,01-01-2021,Smallcap,Chemicals,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1591,TI,01-01-2021,Midcap,FMCG,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1592,EVERESTIND,01-01-2021,Smallcap,Building Materials,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1593,TVSSRICHAK,01-01-2021,Smallcap,Auto,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
1594,GRAPHITE,01-01-2021,Midcap,Industrials,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
