signal_index,symbol,signal_date,market_cap,sector,status,signal_candle_high,entry_price,entry_date,exit_price,exit_date,exit_reason,months_held,total_return_percent,cagr_percent,cmgr_percent,max_high,max_high_date,drawdown_percent,stop_loss_price,target1_price,target2_price
732,ONGC,01-11-2016,Largecap,Energy,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
733,REGENCERAM,01-11-2016,Smallcap,Building Materials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
734,NATIONALUM,01-11-2016,Largecap,Metals & Mining,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
735,CREST,01-11-2016,Smallcap,Financials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
736,RSSOFTWARE,01-12-2016,Smallcap,I.T,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
737,DOLPHIN,01-12-2016,Smallcap,Energy,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
738,WANBURY,01-12-2016,Smallcap,Healthcare,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
739,BLBLIMITED,01-12-2016,Smallcap,Financials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
740,TANLA,01-12-2016,Midcap,I.T,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
741,LIQUIDBEES,01-12-2016,Smallcap,Indices,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
742,ELECTCAST,02-01-2017,Midcap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
743,MAHSEAMLES,02-01-2017,Midcap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
744,OILCOUNTUB,02-01-2017,Smallcap,Metals & Mining,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
745,ZUARIIND,02-01-2017,Smallcap,FMCG,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
746,PRAKASH,02-01-2017,Smallcap,Metals & Mining,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
747,BHAGYANGR,02-01-2017,Smallcap,Power & Utilities,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
748,STCINDIA,02-01-2017,Smallcap,Services,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
749,GUJAPOLLO,02-01-2017,Smallcap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
750,FEL,02-01-2017,Smallcap,Consumer Discretionary,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
751,NFL,02-01-2017,Smallcap,Chemicals,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
752,RCF,02-01-2017,Midcap,Chemicals,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
753,MANGCHEFER,02-01-2017,Smallcap,Chemicals,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
754,PANACEABIO,02-01-2017,Smallcap,Healthcare,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
755,UNITDSPR,02-01-2017,Largecap,FMCG,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
756,UTTAMSUGAR,02-01-2017,Smallcap,FMCG,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
757,FACT,02-01-2017,Largecap,Chemicals,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
758,MADRASFERT,02-01-2017,Smallcap,Chemicals,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
759,KESORAMIND,01-02-2017,Smallcap,Miscellaneous,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
760,HEG,01-02-2017,Midcap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
761,NFL,01-02-2017,Smallcap,Chemicals,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
762,VAIBHAVGBL,01-02-2017,Smallcap,Consumer Discretionary,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
763,GMDCLTD,01-02-2017,Midcap,Metals & Mining,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
764,BHARTIARTL,01-02-2017,Largecap,Telecom-Service,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
765,PNB,01-02-2017,Largecap,Bank,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
766,JSL,01-02-2017,Largecap,Metals & Mining,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
767,KTKBANK,01-02-2017,Midcap,Bank,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
768,HILTON,01-02-2017,Smallcap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
769,TARMAT,01-02-2017,Smallcap,Realty,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
770,MANAKSIA,01-02-2017,Smallcap,Services,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
771,BANG,01-02-2017,Smallcap,Services,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
772,PSUBANK,01-02-2017,Smallcap,Indices,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
773,BOMDYEING,01-03-2017,Smallcap,Textiles,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
774,GLFL,01-03-2017,Smallcap,Financials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
775,HINDOILEXP,01-03-2017,Smallcap,Energy,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
776,TATAPOWER,01-03-2017,Largecap,Power & Utilities,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
777,HEG,01-03-2017,Midcap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
778,SALSTEEL,01-03-2017,Smallcap,Metals & Mining,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
779,JETAIRWAYS,01-03-2017,Smallcap,Transportation,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
780,GPIL,01-03-2017,Midcap,Metals & Mining,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
781,CENTRALBK,01-03-2017,Largecap,Bank,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
782,KOLTEPATIL,01-03-2017,Smallcap,Realty,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
783,DHANI,01-03-2017,Smallcap,Financials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
784,MANUGRAPH,03-04-2017,Smallcap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
785,LAKPRE,03-04-2017,Smallcap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
786,EVERESTIND,03-04-2017,Smallcap,Building Materials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
787,SUNTECK,03-04-2017,Midcap,Realty,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
788,SHAHALLOYS,03-04-2017,Smallcap,Metals & Mining,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
789,WEBELSOLAR,03-04-2017,Midcap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
790,DOLPHIN,03-04-2017,Smallcap,Energy,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
791,GVT&D,03-04-2017,Largecap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
792,RIIL,03-04-2017,Smallcap,Transportation,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
793,SCI,03-04-2017,Midcap,Transportation,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
794,MASTEK,03-04-2017,Midcap,I.T,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
795,GANESHHOU,03-04-2017,Midcap,Realty,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
796,SEAMECLTD,03-04-2017,Smallcap,Miscellaneous,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
797,ALMONDZ,03-04-2017,Smallcap,Financials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
798,BLBLIMITED,03-04-2017,Smallcap,Financials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
799,RAMCOSYS,03-04-2017,Smallcap,I.T,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
800,CANBK,03-04-2017,Largecap,Bank,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
801,SHOPERSTOP,03-04-2017,Midcap,Consumer Discretionary,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
802,BLKASHYAP,03-04-2017,Smallcap,Realty,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
803,TFL,03-04-2017,Smallcap,Financials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
804,EMBDL,03-04-2017,Midcap,Miscellaneous,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
805,TIL,02-05-2017,Smallcap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
806,MAHLIFE,02-05-2017,Midcap,Realty,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
807,SOBHA,02-05-2017,Midcap,Realty,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
808,KHAITANLTD,02-05-2017,Smallcap,Services,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
809,UNITDSPR,01-06-2017,Largecap,FMCG,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
810,MAGNUM,01-06-2017,Smallcap,Building Materials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
811,NORBTEAEXP,01-06-2017,Smallcap,FMCG,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
812,LIQUIDBEES,01-06-2017,Smallcap,Indices,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
813,JINDALSAW,03-07-2017,Midcap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
814,LAKPRE,03-07-2017,Smallcap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
815,MANINDS,03-07-2017,Smallcap,Metals & Mining,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
816,SHAHALLOYS,03-07-2017,Smallcap,Metals & Mining,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
817,SANWARIA,03-07-2017,Smallcap,FMCG,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
818,AKSHOPTFBR,03-07-2017,Smallcap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
819,RAMCOSYS,03-07-2017,Smallcap,I.T,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
820,CELEBRITY,03-07-2017,Smallcap,Textiles,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
821,GPIL,03-07-2017,Midcap,Metals & Mining,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
822,SOBHA,03-07-2017,Midcap,Realty,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
823,JUBLFOOD,03-07-2017,Largecap,Consumer Discretionary,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
824,HINDOILEXP,01-08-2017,Smallcap,Energy,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
825,COUNCODOS,01-08-2017,Smallcap,Realty,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
826,SHOPERSTOP,01-08-2017,Midcap,Consumer Discretionary,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
827,JAICORPLTD,01-09-2017,Smallcap,Plastic products,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
828,ANIKINDS,01-09-2017,Smallcap,Services,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
829,RIIL,01-09-2017,Smallcap,Transportation,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
830,KAMATHOTEL,01-09-2017,Smallcap,Services,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
831,BLBLIMITED,01-09-2017,Smallcap,Financials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
832,MAHLIFE,01-09-2017,Midcap,Realty,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
833,DIVISLAB,01-09-2017,Largecap,Healthcare,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
834,GOKEX,01-09-2017,Midcap,Consumer Discretionary,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
835,SHOPERSTOP,01-09-2017,Midcap,Consumer Discretionary,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
836,GKWLIMITED,01-09-2017,Smallcap,,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
837,INDORAMA,03-10-2017,Smallcap,Textiles,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
838,ELECON,03-10-2017,Midcap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
839,ARSHIYA,03-10-2017,Smallcap,Transportation,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
840,STCINDIA,03-10-2017,Smallcap,Services,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
841,3PLAND,03-10-2017,Smallcap,Financials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
842,SURANAT&P,03-10-2017,Smallcap,Power & Utilities,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
843,SANWARIA,03-10-2017,Smallcap,FMCG,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
844,IPCALAB,03-10-2017,Largecap,Healthcare,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
845,RAMCOSYS,03-10-2017,Smallcap,I.T,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
846,CALSOFT,03-10-2017,Smallcap,I.T,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
847,GVKPIL,03-10-2017,Smallcap,Realty,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
848,TARMAT,03-10-2017,Smallcap,Realty,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
849,BANG,03-10-2017,Smallcap,Services,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
850,GLOBUSSPR,03-10-2017,Smallcap,FMCG,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
851,OIL,03-10-2017,Largecap,Energy,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
852,JSWENERGY,03-10-2017,Largecap,Power & Utilities,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
853,SAIL,01-11-2017,Largecap,Metals & Mining,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
854,ONGC,01-11-2017,Largecap,Energy,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
855,TATAPOWER,01-11-2017,Largecap,Power & Utilities,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
856,GLAXO,01-11-2017,Largecap,Healthcare,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
857,HERCULES,01-11-2017,Smallcap,Financials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
858,ASTRAZEN,01-11-2017,Largecap,Healthcare,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
859,IVC,01-11-2017,Smallcap,Financials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
860,STCINDIA,01-11-2017,Smallcap,Services,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
861,HINDNATGLS,01-11-2017,Smallcap,Building Materials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
862,PRAJIND,01-11-2017,Midcap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
863,KREBSBIO,01-11-2017,Smallcap,Healthcare,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
864,ASHAPURMIN,01-11-2017,Midcap,Metals & Mining,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
865,PARACABLES,01-11-2017,Smallcap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
866,AXISCADES,01-11-2017,Midcap,Aerospace & Defence,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
867,UNIONBANK,01-11-2017,Largecap,Bank,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
868,BAGFILMS,01-11-2017,Smallcap,Media,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
869,NECLIFE,01-11-2017,Smallcap,Healthcare,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
870,MCLEODRUSS,01-11-2017,Smallcap,FMCG,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
871,AURIONPRO,01-11-2017,Midcap,I.T,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
872,EKC,01-11-2017,Smallcap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
873,GILLANDERS,01-11-2017,Smallcap,FMCG,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
874,RSYSTEMS,01-11-2017,Smallcap,I.T,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
875,AUTOIND,01-11-2017,Smallcap,Auto,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
876,DISHTV,01-11-2017,Smallcap,Media,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
877,DLF,01-11-2017,Largecap,Realty,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
878,PURVA,01-11-2017,Midcap,Realty,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
879,NAGREEKCAP,01-11-2017,Smallcap,Financials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
880,PAISALO,01-11-2017,Smallcap,Financials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
881,LPDC,01-11-2017,Smallcap,Realty,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
882,OSWALGREEN,01-11-2017,Smallcap,Financials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
883,PRECOT,01-11-2017,Smallcap,Textiles,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
884,BILVYAPAR,01-12-2017,Smallcap,Miscellaneous,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
885,MOTOGENFIN,01-12-2017,Smallcap,Realty,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
886,LAKPRE,01-12-2017,Smallcap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
887,REGENCERAM,01-12-2017,Smallcap,Building Materials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
888,DOLPHIN,01-12-2017,Smallcap,Energy,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
889,COUNCODOS,01-12-2017,Smallcap,Realty,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
890,KHANDSE,01-12-2017,Smallcap,Financials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
891,WOCKPHARMA,01-12-2017,Largecap,Healthcare,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
892,INDSWFTLAB,01-12-2017,Smallcap,Healthcare,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
893,PNC,01-12-2017,Smallcap,Media,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
894,AXISCADES,01-12-2017,Midcap,Aerospace & Defence,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
895,MSPL,01-12-2017,Smallcap,Metals & Mining,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
896,SPLIL,01-12-2017,Smallcap,Textiles,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
897,TFL,01-12-2017,Smallcap,Financials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
898,BURNPUR,01-12-2017,Smallcap,Building Materials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
899,EXPLEOSOL,01-12-2017,Smallcap,I.T,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
900,TEXMOPIPES,01-12-2017,Smallcap,Plastic products,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
901,ASIANHOTNR,01-01-2018,Smallcap,Services,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
902,IFCI,01-01-2018,Midcap,Financials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
903,GOLDENTOBC,01-01-2018,Smallcap,Realty,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
904,TCIFINANCE,01-01-2018,Smallcap,Financials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
905,KESORAMIND,01-01-2018,Smallcap,Miscellaneous,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
906,PENINLAND,01-01-2018,Smallcap,Realty,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
907,ANANTRAJ,01-01-2018,Largecap,Realty,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
908,SURYALAXMI,01-01-2018,Smallcap,Textiles,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
909,SUNPHARMA,01-01-2018,Largecap,Healthcare,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
910,GOLDTECH,01-01-2018,Smallcap,I.T,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
911,JINDALSTEL,01-01-2018,Largecap,Metals & Mining,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
912,CELEBRITY,01-01-2018,Smallcap,Textiles,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
913,INSPIRISYS,01-01-2018,Smallcap,I.T,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
914,HATHWAY,01-01-2018,Smallcap,Telecom-Service,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
915,RADAAN,01-01-2018,Smallcap,Media,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
916,3PLAND,01-02-2018,Smallcap,Financials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
917,NORBTEAEXP,01-02-2018,Smallcap,FMCG,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
918,LIQUIDBEES,01-02-2018,Smallcap,Indices,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
919,TCIFINANCE,02-04-2018,Smallcap,Financials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
920,ZENITHEXPO,02-04-2018,Smallcap,Consumer Discretionary,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
921,3PLAND,02-04-2018,Smallcap,Financials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
922,BLBLIMITED,02-04-2018,Smallcap,Financials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
923,IITL,02-05-2018,Smallcap,Financials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
924,ASTRAZEN,02-05-2018,Largecap,Healthcare,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
925,ASTRAMICRO,02-05-2018,Midcap,Aerospace & Defence,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
926,LOKESHMACH,02-05-2018,Smallcap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
927,INSPIRISYS,02-05-2018,Smallcap,I.T,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
928,BANG,02-05-2018,Smallcap,Services,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
929,GLAXO,01-06-2018,Largecap,Healthcare,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
930,GOLDTECH,01-06-2018,Smallcap,I.T,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
931,UMIYA-MRO,01-06-2018,Smallcap,Telecom,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
932,LIQUIDBEES,01-06-2018,Smallcap,Indices,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
933,RESPONIND,02-07-2018,Smallcap,Plastic products,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
934,USHAMART,02-07-2018,Midcap,Metals & Mining,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
935,SUNPHARMA,02-07-2018,Largecap,Healthcare,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
936,SMLISUZU,01-08-2018,Smallcap,Auto,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
937,ELECON,01-08-2018,Midcap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
938,JAGSNPHARM,01-08-2018,Smallcap,Healthcare,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
939,AROGRANITE,01-08-2018,Smallcap,Consumer Discretionary,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
940,MADHAV,01-08-2018,Smallcap,Consumer Discretionary,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
941,MAWANASUG,01-08-2018,Smallcap,FMCG,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
942,GOLDTECH,01-08-2018,Smallcap,I.T,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
943,BANKBARODA,01-08-2018,Largecap,Bank,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
944,PTC,01-08-2018,Smallcap,Power & Utilities,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
945,INDOCO,01-08-2018,Smallcap,Healthcare,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
946,UTTAMSUGAR,01-08-2018,Smallcap,FMCG,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
947,INSPIRISYS,01-08-2018,Smallcap,I.T,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
948,FORTIS,01-08-2018,Largecap,Healthcare,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
949,REFEX,01-08-2018,Smallcap,Services,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
950,PSUBANK,01-08-2018,Smallcap,Indices,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
951,PSUBNKBEES,01-08-2018,Smallcap,Indices,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
952,NIFTYPSUBANK,01-08-2018,Smallcap,Indices,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
953,LIQUIDBEES,01-08-2018,Smallcap,Indices,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
954,DHAMPURSUG,03-09-2018,Smallcap,FMCG,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
955,DRREDDY,03-09-2018,Largecap,Healthcare,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
956,JAYSREETEA,03-09-2018,Smallcap,FMCG,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
957,GLENMARK,03-09-2018,Largecap,Healthcare,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
958,DWARKESH,03-09-2018,Smallcap,FMCG,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
959,GSS,03-09-2018,Smallcap,I.T,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
960,DALMIASUG,01-10-2018,Smallcap,FMCG,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
961,DHAMPURSUG,01-10-2018,Smallcap,FMCG,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
962,BALRAMCHIN,01-11-2018,Midcap,FMCG,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
963,EIDPARRY,01-11-2018,Midcap,FMCG,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
964,CUMMINSIND,01-11-2018,Largecap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
965,RESPONIND,01-11-2018,Smallcap,Plastic products,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
966,JAGSNPHARM,01-11-2018,Smallcap,Healthcare,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
967,ADVANIHOTR,01-11-2018,Smallcap,Services,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
968,EIMCOELECO,01-11-2018,Smallcap,Industrials,Completed,,,,,,Stop Loss,0,0,0,0,,,0,,,
