signal_index,symbol,signal_date,market_cap,sector,status,entry_price,entry_date,exit_price,exit_date,exit_reason,months_held,total_return_percent,cagr_percent,cmgr_percent,max_high,max_high_date,drawdown_percent,stop_loss_price,target1_price,target2_price
2260,KSCL,01-12-2022,Midcap,FMCG,Completed,509.4,2022-12-01,508.71,2023-02-01,Stop Loss,2,-0.14,-0.81,-0.07,550.6,2023-02-01,3.05,508.71,,508.71
2261,PPAP,01-12-2022,Smallcap,Auto,Completed,237.68,2022-12-01,223.85,2023-01-01,Stop Loss,1,-5.82,-51.28,-5.82,274.83,2022-12-01,12.52,223.85,,223.85
2262,CPCAP,01-12-2022,Smallcap,Services,No Data,,,,,No Data,0,0.0,0.0,0.0,,,0.0,,,
2263,GREENPOWER,01-12-2022,Smallcap,Power & Utilities,Completed,9.94,2022-12-01,9.21,2023-01-01,Stop Loss,1,-7.41,-60.29,-7.41,12.2,2022-12-01,20.83,9.21,,9.21
2264,MOIL,01-12-2022,Midcap,Metals & Mining,Completed,152.24,2022-12-01,142.22,2023-02-01,Stop Loss,2,-6.58,-33.54,-3.35,166.85,2023-01-01,8.29,142.22,,142.22
2265,TEXRAIL,01-12-2022,Midcap,Industrials,Completed,56.22,2022-12-01,55.87,2023-01-01,Stop Loss,1,-0.62,-7.16,-0.62,61.58,2022-12-01,15.7,55.87,,55.87
2266,PROZONER,01-12-2022,Smallcap,Miscellaneous,Completed,31.2,2022-12-01,28.45,2023-01-01,Stop Loss,1,-8.81,-66.95,-8.81,39.65,2023-01-01,23.88,28.45,,28.45
2267,SKIPPER,01-12-2022,Midcap,Industrials,Completed,123.38,2022-12-01,106.64,2023-01-01,Stop Loss,1,-13.57,-82.62,-13.57,145.34,2022-12-01,29.59,106.64,,106.64
2268,RADAAN,01-12-2022,Smallcap,Media,Completed,1.8,2022-12-01,1.85,2023-03-01,Stop Loss,3,2.78,11.58,0.92,2.1,2023-01-01,5.56,1.85,,1.85
2269,HINDPETRO,02-01-2023,Largecap,Energy,Completed,132.08,2023-02-01,145.3,2023-03-01,Target 1 - Red Doji,1,10.01,214.24,10.01,152.73,2023-03-01,1.67,152.23,145.3,152.23
2270,ONGC,02-01-2023,Largecap,Energy,Completed,133.52,2023-02-01,233.35,2024-12-01,Stop Loss,22,74.77,35.6,2.57,325.91,2024-08-01,7.86,233.35,,233.35
2271,IOC,02-01-2023,Largecap,Energy,Completed,65.91,2023-02-01,135.69,2024-11-01,Stop Loss,21,105.87,51.07,3.5,184.9,2024-02-01,0.39,135.69,,135.69
2272,BFUTILITIE,02-01-2023,Smallcap,Power & Utilities,Completed,332.9,2023-02-01,297.15,2023-03-01,Stop Loss,1,-10.74,-74.42,-10.74,404.9,2023-02-01,14.87,297.15,,297.15
2273,EMAMIREAL,02-01-2023,Smallcap,Realty,Completed,67.45,2023-02-01,61.4,2023-03-01,Stop Loss,1,-8.97,-67.62,-8.97,84.5,2023-02-01,20.61,61.4,,61.4
2274,PSB,02-01-2023,Largecap,Bank,Completed,25.38,2023-02-01,25.13,2023-03-01,Stop Loss,1,-0.97,-10.99,-0.97,30.37,2023-02-01,10.81,25.13,,25.13
2275,EQUIPPP,02-01-2023,Smallcap,I.T,Completed,37.0,2023-02-01,27.65,2023-03-01,Stop Loss,1,-25.27,-96.97,-25.27,48.05,2023-02-01,25.68,27.65,,27.65
2276,LIQUIDBEES,02-01-2023,Smallcap,Indices,Completed,938.68,2023-02-01,999.99,2024-11-01,Target 1 - Red Doji,21,6.53,3.68,0.3,1030.0,2024-09-01,3.0,,999.99,
2277,HNGSNGBEES,02-01-2023,Smallcap,Indices,Completed,285.31,2023-02-01,285.44,2023-04-01,Stop Loss,2,0.05,0.27,0.02,319.98,2023-02-01,4.59,285.44,,285.44
2278,ZENSARTECH,01-02-2023,Midcap,I.T,Completed,278.37,2023-02-01,264.76,2023-03-01,Stop Loss,1,-4.89,-45.2,-4.89,295.78,2023-02-01,20.56,264.76,,264.76
2279,SYMPHONY,01-02-2023,Midcap,Consumer Discretionary,Completed,1133.29,2023-02-01,982.92,2023-03-01,Stop Loss,1,-13.27,-81.88,-13.27,1181.46,2023-03-01,18.93,982.92,,982.92
2280,DBSTOCKBRO,01-02-2023,Smallcap,Financials,Completed,25.6,2023-02-01,22.55,2023-03-01,Stop Loss,1,-11.91,-78.18,-11.91,37.0,2023-02-01,13.67,22.55,,22.55
2281,CPCAP,01-02-2023,Smallcap,Services,No Data,,,,,No Data,0,0.0,0.0,0.0,,,0.0,,,
2282,GPPL,01-03-2023,Midcap,Transportation,Completed,103.25,2023-03-01,100.99,2023-04-01,Stop Loss,1,-2.19,-23.33,-2.19,106.71,2023-04-01,9.7,100.99,,100.99
2283,IMAGICAA,01-03-2023,Smallcap,Media,Completed,45.8,2023-03-01,43.25,2023-04-01,Stop Loss,1,-5.57,-49.71,-5.57,56.2,2023-03-01,19.1,43.25,,43.25
2284,ASIANHOTNR,03-04-2023,Smallcap,Services,Completed,166.95,2023-05-01,155.0,2023-07-01,Stop Loss,2,-7.16,-35.96,-3.65,208.85,2023-06-01,18.39,155.0,,155.0
2285,DICIND,03-04-2023,Smallcap,Chemicals,Completed,391.97,2023-05-01,422.13,2023-10-01,Stop Loss,5,7.7,19.47,1.49,496.27,2023-08-01,3.27,422.13,,422.13
2286,HINDPETRO,03-04-2023,Largecap,Energy,Completed,160.09,2023-05-01,152.23,2023-08-01,Stop Loss,3,-4.91,-18.23,-1.66,190.16,2023-07-01,5.4,152.23,,152.23
2287,SUDARSCHEM,03-04-2023,Midcap,Chemicals,Completed,457.37,2023-05-01,473.74,2023-09-01,Stop Loss,4,3.58,11.13,0.88,559.45,2023-08-01,16.21,473.74,,473.74
2288,WELSPUNLIV,03-04-2023,Midcap,Textiles,Completed,90.9,2023-05-01,148.02,2024-04-01,Target 1 - Red Doji,11,62.84,70.23,4.53,169.1,2024-01-01,5.05,134.64,148.02,134.64
2289,VARDMNPOLY,03-04-2023,Smallcap,Textiles,Completed,4.8,2023-05-01,5.17,2023-10-01,Stop Loss,5,7.82,19.81,1.52,7.38,2023-08-01,22.84,5.17,,5.17
2290,GIPCL,03-04-2023,Smallcap,Power & Utilities,Completed,88.36,2023-05-01,192.17,2025-01-01,Stop Loss,20,117.49,59.39,3.96,262.9,2024-12-01,4.92,192.17,,192.17
2291,PVP,03-04-2023,Smallcap,Realty,Completed,11.1,2023-05-01,10.05,2023-06-01,Stop Loss,1,-9.46,-69.65,-9.46,14.4,2023-05-01,9.46,10.05,10.05,10.05
2292,IOLCP,03-04-2023,Smallcap,Healthcare,Completed,88.1,2023-05-01,81.56,2023-06-01,Stop Loss,1,-7.42,-60.38,-7.42,91.75,2023-06-01,13.12,81.56,,81.56
2293,MANAPPURAM,03-04-2023,Largecap,Financials,Completed,104.97,2023-05-01,126.87,2023-06-01,Target 1 - Red Doji,1,20.86,871.54,20.86,127.88,2023-06-01,7.48,132.48,126.87,132.48
2294,GLENMARK,03-04-2023,Largecap,Healthcare,Completed,593.7,2023-05-01,1524.91,2024-11-01,Target 1 - Red Doji,18,156.85,87.55,5.38,1826.47,2024-10-01,10.29,1275.82,1524.91,1275.82
2295,OFSS,03-04-2023,Largecap,I.T,Completed,3206.1,2023-05-01,3642.49,2023-10-01,Stop Loss,5,13.61,35.83,2.59,4253.82,2023-09-01,5.95,3642.49,,3642.49
2296,INSPIRISYS,03-04-2023,Smallcap,I.T,Completed,66.75,2023-05-01,68.35,2023-07-01,Stop Loss,2,2.4,15.27,1.19,86.4,2023-06-01,24.34,68.35,,68.35
2297,WABAG,03-04-2023,Midcap,Realty,Completed,458.02,2023-05-01,493.33,2023-08-01,Stop Loss,3,7.71,34.59,2.51,543.6,2023-08-01,17.06,493.33,,493.33
2298,COALINDIA,03-04-2023,Largecap,Metals & Mining,Completed,205.06,2023-05-01,196.35,2023-06-01,Stop Loss,1,-4.25,-40.61,-4.25,210.71,2023-05-01,7.46,196.35,,196.35
2299,ABREL,02-05-2023,Midcap,Realty,Completed,854.25,2023-06-01,2506.4,2024-12-01,Target 1 - Red Doji,18,193.41,104.95,6.16,3137.19,2024-10-01,9.36,1861.43,2506.4,1861.43
