signal_index,symbol,signal_date,market_cap,sector,status,entry_price,entry_date,exit_price,exit_date,exit_reason,months_held,total_return_percent,cagr_percent,cmgr_percent,max_high,max_high_date,drawdown_percent,stop_loss_price,target1_price,target2_price
2315,HUHTAMAKI,02-05-2023,Smallcap,Industrials,Completed,266.57,2023-06-01,257.54,2023-07-01,Stop Loss,1,-3.39,-33.87,-3.39,290.82,2023-07-01,5.57,257.54,,257.54
2316,HINDCOPPER,02-05-2023,Largecap,Metals & Mining,Completed,114.44,2023-06-01,142.06,2023-10-01,Stop Loss,4,24.14,91.29,5.55,172.32,2023-09-01,4.18,142.06,,142.06
2317,IGARASHI,02-05-2023,Smallcap,Industrials,Completed,481.94,2023-06-01,537.05,2023-11-01,Stop Loss,5,11.43,29.67,2.19,688.4,2023-10-01,9.45,537.05,,537.05
2318,HERITGFOOD,02-05-2023,Smallcap,FMCG,Completed,206.11,2023-06-01,228.9,2023-09-01,Stop Loss,3,11.06,52.11,3.56,281.7,2023-07-01,3.61,228.9,,228.9
2319,JAYAGROGN,02-05-2023,Smallcap,Chemicals,Completed,221.84,2023-06-01,196.99,2023-07-01,Stop Loss,1,-11.2,-75.96,-11.2,228.28,2023-07-01,21.42,196.99,,196.99
2320,INDSWFTLTD,02-05-2023,Smallcap,Healthcare,No Data,,,,,No Data,0,0.0,0.0,0.0,,,0.0,,,
2321,AUROPHARMA,02-05-2023,Largecap,Healthcare,Completed,721.43,2023-06-01,1084.68,2024-03-01,Target 1 - Red Doji,9,50.35,72.24,4.64,1171.01,2024-01-01,11.16,1167.52,1084.68,1167.52
2322,SARLAPOLY,02-05-2023,Smallcap,Textiles,Completed,47.41,2023-06-01,46.83,2023-08-01,Stop Loss,2,-1.23,-7.18,-0.62,54.23,2023-07-01,23.54,46.83,,46.83
2323,VENUSREM,02-05-2023,Smallcap,Healthcare,Completed,254.25,2023-06-01,231.45,2023-08-01,Stop Loss,2,-8.97,-43.09,-4.59,300.0,2023-07-01,12.68,231.45,,231.45
2324,ENGINERSIN,02-05-2023,Midcap,Realty,Completed,110.23,2023-06-01,119.36,2023-10-01,Stop Loss,4,8.28,26.96,2.01,161.44,2023-09-01,7.57,119.36,,119.36
2325,ARCHIES,02-05-2023,Smallcap,Consumer Discretionary,Completed,27.0,2023-06-01,26.55,2023-07-01,Stop Loss,1,-1.67,-18.26,-1.67,28.35,2023-06-01,16.11,26.55,,26.55
2326,REPRO,02-05-2023,Smallcap,Miscellaneous,Completed,667.65,2023-06-01,754.05,2023-09-01,Stop Loss,3,12.94,62.71,4.14,892.8,2023-08-01,16.72,754.05,,754.05
2327,INSPIRISYS,02-05-2023,Smallcap,I.T,Completed,81.25,2023-06-01,68.35,2023-07-01,Stop Loss,1,-15.88,-87.44,-15.88,86.4,2023-06-01,18.65,68.35,,68.35
2328,SMSPHARMA,02-05-2023,Smallcap,Healthcare,Completed,90.6,2023-06-01,116.26,2023-10-01,Stop Loss,4,28.32,111.31,6.43,139.31,2023-08-01,9.06,116.26,,116.26
2329,PSB,02-05-2023,Largecap,Bank,Completed,31.3,2023-06-01,51.88,2024-10-01,Stop Loss,16,65.72,46.06,3.21,77.07,2024-02-01,7.82,51.88,,51.88
2330,TEXRAIL,02-05-2023,Midcap,Industrials,Completed,77.89,2023-06-01,192.79,2024-12-01,Stop Loss,18,147.53,82.98,5.16,294.3,2024-07-01,29.09,192.79,,192.79
2331,LTF,02-05-2023,Largecap,Financials,Completed,122.07,2023-06-01,121.19,2023-08-01,Stop Loss,2,-0.72,-4.23,-0.36,134.02,2023-07-01,18.64,121.19,,121.19
2332,SREEL,02-05-2023,Smallcap,Consumer Discretionary,Completed,194.8,2023-06-01,209.85,2023-07-01,Target 1 - Red Doji,1,7.73,144.25,7.73,220.0,2023-07-01,2.44,276.4,209.85,276.4
2333,JUSTDIAL,02-05-2023,Midcap,I.T,Completed,738.7,2023-06-01,729.4,2023-09-01,Stop Loss,3,-1.26,-4.94,-0.42,879.0,2023-07-01,6.18,729.4,,729.4
2334,SATIN,02-05-2023,Smallcap,Financials,Completed,172.05,2023-06-01,210.15,2024-03-01,Stop Loss,9,22.14,30.57,2.25,283.55,2024-01-01,4.97,210.15,,210.15
2335,ARE&M,01-06-2023,Midcap,Auto,Completed,600.72,2023-10-01,750.63,2024-03-01,Stop Loss,5,24.96,70.69,4.56,903.79,2024-02-01,2.32,750.63,750.63,750.63
2336,BOMDYEING,01-06-2023,Smallcap,Textiles,Completed,107.12,2023-06-01,156.24,2024-03-01,Target 1 - Red Doji,9,45.85,65.41,4.28,192.03,2024-02-01,23.46,187.22,156.24,187.22
2337,CESC,01-06-2023,Largecap,Power & Utilities,Completed,67.65,2023-06-01,180.5,2024-12-01,Target 1 - Red Doji,18,166.81,92.37,5.6,206.28,2024-09-01,4.1,138.8,180.5,138.8
2338,KANSAINER,01-06-2023,Largecap,Building Materials,Completed,291.69,2023-06-01,308.35,2023-09-01,Stop Loss,3,5.71,24.88,1.87,343.85,2023-08-01,5.65,308.35,,308.35
2339,HEROMOTOCO,01-06-2023,Largecap,Auto,Completed,2686.44,2023-06-01,2722.13,2023-08-01,Stop Loss,2,1.33,8.24,0.66,3028.38,2023-08-01,5.67,2722.13,,2722.13
2340,HCC,01-06-2023,Smallcap,Realty,Completed,20.05,2023-06-01,19.4,2023-07-01,Stop Loss,1,-3.24,-32.66,-3.24,22.2,2023-07-01,11.47,19.4,,19.4
2341,HMT,01-06-2023,Midcap,Industrials,Completed,28.4,2023-06-01,27.8,2023-07-01,Stop Loss,1,-2.11,-22.6,-2.11,34.8,2023-06-01,4.93,27.8,,27.8
2342,HLVLTD,01-06-2023,Smallcap,Services,Completed,13.2,2023-06-01,28.0,2024-04-01,Target 1 - Red Doji,10,112.12,146.55,7.81,42.0,2024-02-01,13.64,24.55,28.0,24.55
2343,OILCOUNTUB,01-06-2023,Smallcap,Metals & Mining,Completed,24.2,2023-06-01,19.95,2023-08-01,Stop Loss,2,-17.56,-68.61,-9.2,30.05,2023-06-01,39.46,19.95,19.95,19.95
2344,AMJLAND,01-06-2023,Smallcap,Realty,Completed,24.95,2023-06-01,33.61,2024-03-01,Stop Loss,9,34.69,48.74,3.36,45.08,2024-02-01,10.47,33.61,,33.61
2345,THOMASCOOK,01-06-2023,Midcap,Miscellaneous,Completed,75.66,2023-06-01,154.94,2025-01-01,Stop Loss,19,104.78,57.25,3.84,262.48,2024-07-01,15.84,154.94,,154.94
2346,NIPPOBATRY,01-06-2023,Smallcap,Industrials,Completed,384.74,2023-06-01,409.62,2023-08-01,Stop Loss,2,6.47,45.64,3.18,510.74,2023-07-01,12.25,409.62,,409.62
2347,FMGOETZE,01-06-2023,Smallcap,Auto,Completed,372.2,2023-06-01,360.95,2023-07-01,Stop Loss,1,-3.02,-30.81,-3.02,399.5,2023-06-01,14.39,360.95,,360.95
2348,PRAKASH,01-06-2023,Smallcap,Metals & Mining,Completed,75.25,2023-06-01,165.34,2024-10-01,Stop Loss,16,119.72,80.47,5.04,233.43,2024-08-01,21.01,165.34,,165.34
2349,BAYERCROP,01-06-2023,Largecap,Chemicals,Completed,4158.13,2023-06-01,4897.03,2024-05-01,Stop Loss,11,17.77,19.53,1.5,6038.94,2024-02-01,5.48,4897.03,,4897.03
