signal_index,symbol,signal_date,market_cap,sector,status,entry_price,entry_date,exit_price,exit_date,exit_reason,months_held,total_return_percent,cagr_percent,cmgr_percent,max_high,max_high_date,drawdown_percent,stop_loss_price,target1_price,target2_price
2611,INCREDIBLE,01-02-2024,Smallcap,Metals & Mining,Completed,44.9,2024-02-01,36.8,2024-03-01,Stop Loss,1,-18.04,-90.81,-18.04,51.65,2024-02-01,20.71,36.8,,36.8
2612,EUROTEXIND,01-03-2024,Smallcap,Realty,Completed,15.05,2024-03-01,14.0,2024-04-01,Stop Loss,1,-6.98,-58.01,-6.98,22.05,2024-03-01,11.63,14.0,,14.0
2613,TARAPUR,01-03-2024,Smallcap,Industrials,Completed,7.75,2024-03-01,25.94,2025-05-01,Stop Loss,14,234.71,181.65,9.01,50.85,2025-01-01,26.45,25.94,,25.94
2614,INDUSTOWER,01-03-2024,Largecap,Telecom,Completed,291.15,2024-03-01,340.55,2024-10-01,Stop Loss,7,16.97,30.82,2.26,460.35,2024-08-01,21.95,340.55,,340.55
2615,EXCELINDUS,01-04-2024,Smallcap,Chemicals,Completed,1012.18,2024-04-01,1264.94,2024-12-01,Stop Loss,8,24.97,39.71,2.83,1740.58,2024-11-01,30.15,1264.94,,1264.94
2616,VIPULLTD,01-04-2024,Smallcap,Realty,Completed,33.95,2024-04-01,35.82,2024-08-01,Stop Loss,4,5.51,17.45,1.35,53.01,2024-07-01,21.06,35.82,,35.82
2617,MAHASTEEL,01-04-2024,Smallcap,Metals & Mining,Completed,110.45,2024-04-01,102.6,2024-05-01,Stop Loss,1,-7.11,-58.72,-7.11,130.0,2024-05-01,10.19,102.6,,102.6
2618,ADROITINFO,01-04-2024,Smallcap,I.T,Completed,20.5,2024-04-01,19.1,2024-05-01,Stop Loss,1,-6.83,-57.21,-6.83,22.35,2024-04-01,26.34,19.1,,19.1
2619,CUB,01-04-2024,Midcap,Bank,Completed,157.75,2024-04-01,140.47,2024-05-01,Stop Loss,1,-10.95,-75.14,-10.95,160.74,2024-04-01,15.18,140.47,,140.47
2620,ENERGYDEV,01-04-2024,Smallcap,Power & Utilities,Completed,25.05,2024-04-01,21.3,2024-05-01,Stop Loss,1,-14.97,-85.72,-14.97,30.0,2024-04-01,15.37,21.3,21.3,21.3
2621,RAMCOSYS,01-04-2024,Smallcap,I.T,Completed,357.25,2024-04-01,318.95,2024-05-01,Stop Loss,1,-10.72,-74.35,-10.72,449.8,2024-04-01,25.89,318.95,,318.95
2622,ATLANTAA,01-04-2024,Smallcap,Realty,Completed,29.95,2024-04-01,40.07,2025-01-01,Stop Loss,9,33.79,47.42,3.29,65.71,2024-09-01,23.21,40.07,,40.07
2623,ASTEC,01-04-2024,Smallcap,Chemicals,Completed,1284.4,2024-04-01,1095.8,2024-05-01,Stop Loss,1,-14.68,-85.13,-14.68,1406.6,2024-05-01,17.04,1095.8,,1095.8
2624,VMART,01-04-2024,Midcap,Consumer Discretionary,Completed,540.36,2024-04-01,523.47,2024-05-01,Stop Loss,1,-3.13,-31.68,-3.13,583.45,2024-05-01,6.08,523.47,523.47,523.47
2625,VIJIFIN,01-04-2024,Smallcap,Financials,Completed,3.01,2024-04-01,2.75,2024-05-01,Stop Loss,1,-8.61,-66.06,-8.61,3.15,2024-05-01,25.93,2.75,,2.75
2626,CROMPTON,01-04-2024,Midcap,Consumer Discretionary,Completed,313.38,2024-04-01,387.55,2024-10-01,Stop Loss,6,23.67,52.94,3.6,479.73,2024-09-01,15.53,387.55,,387.55
2627,GOLD1,01-04-2024,Smallcap,Indices,Completed,61.24,2024-04-01,61.12,2024-06-01,Stop Loss,2,-0.2,-1.17,-0.1,63.95,2024-05-01,5.29,61.12,,61.12
2628,FMGOETZE,02-05-2024,Smallcap,Auto,Completed,441.7,2024-06-01,436.75,2024-08-01,Stop Loss,2,-1.12,-6.54,-0.56,489.0,2024-08-01,17.36,436.75,,436.75
2629,SYMPHONY,02-05-2024,Midcap,Consumer Discretionary,Completed,1153.81,2024-06-01,1330.0,2024-11-01,Stop Loss,5,15.27,40.64,2.88,1860.87,2024-10-01,22.29,1330.0,,1330.0
2630,SHYAMTEL,02-05-2024,Smallcap,Services,Completed,15.75,2024-06-01,15.6,2024-08-01,Stop Loss,2,-0.95,-5.58,-0.48,18.36,2024-08-01,20.13,15.6,,15.6
2631,HESTERBIO,02-05-2024,Smallcap,Healthcare,Completed,2386.39,2024-06-01,2348.32,2024-08-01,Stop Loss,2,-1.6,-9.2,-0.8,3359.21,2024-07-01,32.22,2348.32,,2348.32
2632,ORIENTLTD,02-05-2024,Smallcap,Industrials,Completed,105.21,2024-06-01,99.35,2024-07-01,Stop Loss,1,-5.57,-49.73,-5.57,120.65,2024-06-01,24.53,99.35,,99.35
2633,ALPSINDUS,02-05-2024,Smallcap,Textiles,Completed,3.88,2024-06-01,3.25,2024-07-01,Stop Loss,1,-16.24,-88.07,-16.24,4.35,2024-07-01,23.97,3.25,,3.25
2634,MANGALAM,02-05-2024,Smallcap,Healthcare,Completed,103.55,2024-06-01,111.67,2024-10-01,Stop Loss,4,7.84,25.42,1.91,144.99,2024-08-01,8.26,111.67,,111.67
2635,BAJAJCON,02-05-2024,Smallcap,FMCG,Completed,263.93,2024-06-01,264.05,2024-08-01,Stop Loss,2,0.05,0.27,0.02,286.9,2024-07-01,16.64,264.05,,264.05
2636,SHAH,02-05-2024,Smallcap,Metals & Mining,Completed,3.98,2024-06-01,5.14,2024-09-01,Stop Loss,3,29.15,178.18,8.9,7.37,2024-08-01,8.29,5.14,,5.14
2637,SHARDACROP,02-05-2024,Midcap,Chemicals,Completed,439.19,2024-06-01,579.99,2025-01-01,Stop Loss,7,32.06,61.07,4.05,876.83,2024-12-01,22.73,579.99,,579.99
2638,BALKRISHNA,02-05-2024,Smallcap,Services,Completed,24.22,2024-06-01,24.1,2024-10-01,Stop Loss,4,-0.5,-1.48,-0.12,29.99,2024-09-01,15.98,24.1,,24.1
2639,QUESS,02-05-2024,Smallcap,Miscellaneous,Completed,581.03,2024-06-01,703.0,2024-10-01,Target 1 - Red Doji,4,20.99,77.12,4.88,844.59,2024-09-01,13.44,685.45,703.0,685.45
2640,WHEELS,02-05-2024,Smallcap,Auto,Completed,774.33,2024-06-01,790.39,2024-08-01,Stop Loss,2,2.07,13.11,1.03,893.69,2024-07-01,22.93,790.39,,790.39
2641,LCCINFOTEC,02-05-2024,Smallcap,Services,Completed,3.89,2024-06-01,6.27,2025-02-01,Stop Loss,8,61.18,104.63,6.15,11.65,2024-12-01,28.02,6.27,,6.27
2642,HNGSNGBEES,02-05-2024,Smallcap,Indices,Completed,303.3,2024-06-01,290.17,2024-07-01,Stop Loss,1,-4.33,-41.2,-4.33,319.4,2024-06-01,7.29,290.17,,290.17
2643,JINDALPOLY,03-06-2024,Smallcap,Textiles,Completed,851.21,2024-07-01,787.99,2024-08-01,Stop Loss,1,-7.43,-60.39,-7.43,966.55,2024-08-01,20.87,787.99,,787.99
2644,WHIRLPOOL,03-06-2024,Midcap,Consumer Discretionary,Completed,2131.07,2024-07-01,1981.66,2024-10-01,Stop Loss,3,-7.01,-25.23,-2.39,2440.29,2024-10-01,10.42,1981.66,,1981.66
2645,TCIFINANCE,03-06-2024,Smallcap,Financials,Completed,13.79,2024-07-01,12.35,2024-08-01,Stop Loss,1,-10.44,-73.38,-10.44,17.58,2024-07-01,13.63,12.35,,12.35
2646,SUPERSPIN,03-06-2024,Smallcap,Miscellaneous,Completed,9.08,2024-07-01,9.87,2024-10-01,Stop Loss,3,8.7,39.61,2.82,14.41,2024-09-01,14.54,9.87,,9.87
2647,JCHAC,03-06-2024,Smallcap,Consumer Discretionary,Completed,1973.03,2024-07-01,1871.21,2024-08-01,Stop Loss,1,-5.16,-47.05,-5.16,2204.67,2024-07-01,11.24,1871.21,,1871.21
2648,SIMPLEXINF,03-06-2024,Smallcap,Realty,Completed,142.72,2024-07-01,291.95,2025-05-01,Target 1 - Red Doji,10,104.56,136.04,7.42,352.0,2024-12-01,13.12,,291.95,
2649,NOIDATOLL,03-06-2024,Smallcap,Realty,Completed,12.42,2024-07-01,14.19,2024-10-01,Stop Loss,3,14.25,70.39,4.54,17.06,2024-09-01,7.41,14.19,,14.19
