signal_index,symbol,signal_date,market_cap,sector,status,entry_price,entry_date,exit_price,exit_date,exit_reason,months_held,total_return_percent,cagr_percent,cmgr_percent,max_high,max_high_date,drawdown_percent,stop_loss_price,target1_price,target2_price
2564,TEAMLEASE,01-12-2023,Smallcap,Miscellaneous,Completed,3198.05,2023-12-01,2866.6,2024-01-01,Stop Loss,1,-10.36,-73.1,-10.36,3325.3,2024-01-01,24.24,2866.6,,2866.6
2565,CROMPTON,01-12-2023,Midcap,Consumer Discretionary,Completed,305.99,2023-12-01,298.17,2024-01-01,Stop Loss,1,-2.56,-26.72,-2.56,322.78,2024-01-01,8.33,298.17,,298.17
2566,NAGAFERT,01-12-2023,Smallcap,Chemicals,Completed,12.9,2023-12-01,12.4,2024-02-01,Stop Loss,2,-3.88,-21.12,-1.96,15.85,2024-01-01,34.11,12.4,,12.4
2567,RAMANEWS,01-01-2024,Smallcap,Miscellaneous,Completed,18.95,2024-01-01,18.35,2024-02-01,Stop Loss,1,-3.17,-32.03,-3.17,24.35,2024-02-01,7.39,18.35,,18.35
2568,RELINFRA,01-01-2024,Midcap,Realty,Completed,231.05,2024-01-01,220.9,2024-02-01,Stop Loss,1,-4.39,-41.67,-4.39,251.7,2024-02-01,16.04,220.9,,220.9
2569,MANUGRAPH,01-01-2024,Smallcap,Industrials,Completed,29.35,2024-01-01,24.2,2024-02-01,Stop Loss,1,-17.55,-90.13,-17.55,35.2,2024-02-01,23.34,24.2,,24.2
2570,OCCL,01-01-2024,Smallcap,Financials,No Data,,,,,No Data,0,0.0,0.0,0.0,,,0.0,,,
2571,UNITECH,01-01-2024,Smallcap,Realty,Completed,16.35,2024-01-01,13.25,2024-02-01,Stop Loss,1,-18.96,-91.98,-18.96,19.8,2024-02-01,57.19,13.25,,13.25
2572,SEQUENT,01-01-2024,Smallcap,Healthcare,Completed,137.95,2024-01-01,127.95,2024-02-01,Stop Loss,1,-7.25,-59.47,-7.25,155.5,2024-02-01,17.43,127.95,,127.95
2573,AVANTIFEED,01-01-2024,Midcap,FMCG,Completed,509.54,2024-01-01,495.03,2024-02-01,Stop Loss,1,-2.85,-29.3,-2.85,584.78,2024-01-01,19.21,495.03,,495.03
2574,ORICONENT,01-01-2024,Smallcap,Industrials,Completed,38.65,2024-01-01,38.02,2024-02-01,Stop Loss,1,-1.65,-18.05,-1.65,48.24,2024-02-01,14.68,38.02,,38.02
2575,MAHASTEEL,01-01-2024,Smallcap,Metals & Mining,Completed,137.5,2024-01-01,103.95,2024-02-01,Stop Loss,1,-24.4,-96.51,-24.4,144.45,2024-02-01,39.93,103.95,,103.95
2576,AROGRANITE,01-01-2024,Smallcap,Consumer Discretionary,Completed,62.35,2024-01-01,54.1,2024-02-01,Stop Loss,1,-13.23,-81.79,-13.23,69.3,2024-01-01,19.81,54.1,,54.1
2577,AARVEEDEN,01-01-2024,Smallcap,Textiles,Completed,30.25,2024-01-01,23.85,2024-03-01,Stop Loss,2,-21.16,-75.98,-11.21,42.7,2024-02-01,23.97,23.85,,23.85
2578,MOTHERSON,01-01-2024,Largecap,Auto,Completed,74.71,2024-01-01,107.64,2024-11-01,Stop Loss,10,44.09,55.01,3.72,143.78,2024-09-01,10.51,107.64,,107.64
2579,BODALCHEM,01-01-2024,Smallcap,Chemicals,Completed,86.3,2024-01-01,84.4,2024-02-01,Stop Loss,1,-2.2,-23.44,-2.2,91.2,2024-02-01,14.25,84.4,,84.4
2580,JUBLPHARMA,01-01-2024,Midcap,Healthcare,Completed,565.73,2024-01-01,562.52,2024-02-01,Stop Loss,1,-0.57,-6.62,-0.57,621.17,2024-02-01,6.88,562.52,,562.52
2581,ALANKIT,01-01-2024,Smallcap,I.T,Completed,18.7,2024-01-01,17.75,2024-03-01,Stop Loss,2,-5.08,-26.86,-2.57,23.6,2024-01-01,18.72,17.75,,17.75
2582,PANACEABIO,01-01-2024,Smallcap,Healthcare,Completed,164.5,2024-01-01,152.6,2024-02-01,Stop Loss,1,-7.23,-59.39,-7.23,202.5,2024-01-01,11.73,152.6,,152.6
2583,MOHITIND,01-01-2024,Smallcap,Textiles,Completed,23.45,2024-01-01,21.45,2024-02-01,Stop Loss,1,-8.53,-65.69,-8.53,24.85,2024-01-01,27.29,21.45,,21.45
2584,ADROITINFO,01-01-2024,Smallcap,I.T,Completed,18.2,2024-01-01,17.05,2024-02-01,Stop Loss,1,-6.32,-54.31,-6.32,21.13,2024-01-01,14.71,17.05,,17.05
2585,WOCKPHARMA,01-01-2024,Largecap,Healthcare,Completed,460.25,2024-01-01,529.35,2024-05-01,Stop Loss,4,15.01,52.14,3.56,630.0,2024-03-01,12.51,529.35,,529.35
2586,VISESHINFO,01-01-2024,Smallcap,I.T,Completed,0.7,2024-01-01,0.55,2024-02-01,Stop Loss,1,-21.43,-94.46,-21.43,0.95,2024-01-01,35.71,0.55,,0.55
2587,NITCO,01-01-2024,Smallcap,Services,Completed,45.55,2024-01-01,55.95,2024-03-01,Stop Loss,2,22.83,243.46,10.83,69.65,2024-03-01,31.5,55.95,,55.95
2588,ORIENTALTL,01-01-2024,Smallcap,Services,Completed,10.0,2024-01-01,8.3,2024-03-01,Stop Loss,2,-17.0,-67.31,-8.9,14.45,2024-02-01,20.0,8.3,,8.3
2589,SUPREMEINF,01-01-2024,Smallcap,Realty,Completed,51.75,2024-01-01,68.57,2024-08-01,Stop Loss,7,32.5,62.0,4.1,117.02,2024-07-01,1.93,68.57,,68.57
2590,SEPC,01-01-2024,Smallcap,Realty,Completed,26.55,2024-01-01,21.35,2024-02-01,Stop Loss,1,-19.59,-92.69,-19.59,27.7,2024-02-01,24.29,21.35,,21.35
2591,KIRIINDUS,01-01-2024,Smallcap,Chemicals,Completed,411.45,2024-01-01,385.65,2024-02-01,Stop Loss,1,-6.27,-54.03,-6.27,446.6,2024-02-01,11.03,385.65,385.65,385.65
2592,INDTERRAIN,01-01-2024,Smallcap,Textiles,Completed,74.95,2024-01-01,67.95,2024-02-01,Stop Loss,1,-9.34,-69.17,-9.34,86.0,2024-02-01,12.47,67.95,,67.95
2593,SHEMAROO,01-01-2024,Smallcap,Media,Completed,219.75,2024-01-01,160.05,2024-02-01,Stop Loss,1,-27.17,-97.77,-27.17,240.0,2024-02-01,30.56,160.05,,160.05
2594,SHK,01-01-2024,Smallcap,Chemicals,Completed,166.41,2024-01-01,191.85,2024-05-01,Stop Loss,4,15.29,53.24,3.62,230.28,2024-04-01,14.49,191.85,191.85,191.85
2595,INFIBEAM,01-01-2024,Midcap,I.T,Completed,35.05,2024-01-01,34.05,2024-03-01,Stop Loss,2,-2.85,-15.92,-1.43,42.44,2024-03-01,39.03,34.05,,34.05
2596,LCCINFOTEC,01-01-2024,Smallcap,Services,Completed,2.95,2024-01-01,2.5,2024-02-01,Stop Loss,1,-15.25,-86.28,-15.25,3.3,2024-01-01,23.73,2.5,,2.5
2597,KANANIIND,01-02-2024,Smallcap,Consumer Discretionary,Completed,4.5,2024-02-01,3.65,2024-03-01,Stop Loss,1,-18.89,-91.89,-18.89,7.55,2024-02-01,20.0,3.65,,3.65
2598,SHIVATEX,01-02-2024,Smallcap,Textiles,Completed,157.3,2024-02-01,139.91,2024-03-01,Stop Loss,1,-11.05,-75.48,-11.05,200.3,2024-02-01,14.48,139.91,,139.91
2599,MMTC,01-02-2024,Midcap,Services,Completed,77.3,2024-02-01,66.45,2024-03-01,Stop Loss,1,-14.04,-83.72,-14.04,101.9,2024-02-01,19.6,66.45,,66.45
