signal_index,symbol,signal_date,market_cap,sector,status,entry_price,entry_date,exit_price,exit_date,exit_reason,months_held,total_return_percent,cagr_percent,cmgr_percent,max_high,max_high_date,drawdown_percent,stop_loss_price,target1_price,target2_price
2210,KICL,01-09-2022,Smallcap,Financials,Completed,1700.6,2022-09-01,1733.6,2023-02-01,Stop Loss,5,1.94,4.72,0.39,2278.2,2023-01-01,8.13,1733.6,,1733.6
2211,LOVABLE,01-09-2022,Smallcap,Textiles,Completed,150.88,2022-09-01,143.9,2022-10-01,Stop Loss,1,-4.63,-43.37,-4.63,180.39,2022-09-01,7.18,143.9,,143.9
2212,TBZ,01-09-2022,Smallcap,Consumer Discretionary,Completed,76.08,2022-09-01,72.7,2022-11-01,Stop Loss,2,-4.44,-23.86,-2.25,82.55,2022-10-01,10.85,72.7,,72.7
2213,SREEL,01-09-2022,Smallcap,Consumer Discretionary,Completed,234.8,2022-09-01,217.35,2022-10-01,Stop Loss,1,-7.43,-60.41,-7.43,265.4,2022-09-01,23.15,217.35,,217.35
2214,KARURVYSYA,01-09-2022,Midcap,Bank,Completed,65.48,2022-09-01,81.94,2023-02-01,Stop Loss,5,25.15,71.34,4.59,93.35,2022-12-01,17.36,81.94,81.94,81.94
2215,GKWLIMITED,01-09-2022,Smallcap,,Completed,605.1,2022-09-01,590.0,2022-10-01,Stop Loss,1,-2.5,-26.16,-2.5,648.0,2022-10-01,7.27,590.0,,590.0
2216,DICIND,03-10-2022,Smallcap,Chemicals,Completed,378.45,2022-11-01,373.11,2023-01-01,Stop Loss,2,-1.41,-8.17,-0.71,426.1,2022-11-01,4.61,373.11,,373.11
2217,HMT,03-10-2022,Midcap,Industrials,Completed,38.45,2022-11-01,34.65,2022-12-01,Stop Loss,1,-9.88,-71.31,-9.88,40.35,2022-12-01,28.74,34.65,,34.65
2218,NCC,03-10-2022,Midcap,Realty,Completed,80.21,2022-11-01,142.04,2023-10-01,Target 1 - Red Doji,11,77.08,86.52,5.33,173.65,2023-09-01,14.08,,142.04,
2219,OILCOUNTUB,03-10-2022,Smallcap,Metals & Mining,Completed,18.55,2022-11-01,18.25,2022-12-01,Stop Loss,1,-1.62,-17.77,-1.62,25.65,2022-11-01,16.71,18.25,,18.25
2220,HUHTAMAKI,03-10-2022,Smallcap,Industrials,Completed,188.96,2022-11-01,190.02,2023-01-01,Stop Loss,2,0.56,3.43,0.28,220.54,2022-11-01,7.04,190.02,,190.02
2221,KALYANIFRG,03-10-2022,Smallcap,Industrials,Completed,244.24,2022-11-01,244.19,2022-12-01,Stop Loss,1,-0.02,-0.24,-0.02,287.4,2022-11-01,10.75,244.19,,244.19
2222,NMDC,03-10-2022,Largecap,Metals & Mining,Completed,34.26,2022-11-01,32.34,2023-02-01,Stop Loss,3,-5.61,-20.61,-1.91,38.37,2023-01-01,16.06,32.34,32.34,32.34
2223,TFCILTD,03-10-2022,Smallcap,Financials,Completed,15.16,2022-11-01,15.08,2023-01-01,Stop Loss,2,-0.57,-3.34,-0.28,18.12,2023-01-01,6.66,15.08,15.08,15.08
2224,SPARC,03-10-2022,Smallcap,Healthcare,Completed,250.7,2022-11-01,208.6,2022-12-01,Stop Loss,1,-16.79,-88.99,-16.79,265.85,2022-11-01,19.43,208.6,,208.6
2225,VASCONEQ,03-10-2022,Smallcap,Realty,Completed,37.63,2022-11-01,33.4,2022-12-01,Stop Loss,1,-11.24,-76.1,-11.24,41.81,2022-12-01,26.46,33.4,,33.4
2226,EMAMIREAL,03-10-2022,Smallcap,Realty,Completed,71.75,2022-11-01,67.45,2023-02-01,Stop Loss,3,-5.99,-21.9,-2.04,92.45,2023-01-01,11.57,67.45,,67.45
2227,PCJEWELLER,03-10-2022,Midcap,Consumer Discretionary,Completed,7.89,2022-11-01,5.05,2023-01-01,Stop Loss,2,-36.02,-93.14,-20.01,10.43,2022-11-01,36.02,5.05,,5.05
2228,INOXWIND,03-10-2022,Largecap,Industrials,Completed,31.88,2022-11-01,27.14,2022-12-01,Stop Loss,1,-14.86,-85.5,-14.86,38.88,2022-11-01,19.57,27.14,,27.14
2229,EXIDEIND,01-11-2022,Largecap,Auto,Completed,185.67,2022-11-01,177.22,2022-12-01,Stop Loss,1,-4.55,-42.84,-4.55,190.93,2022-12-01,13.29,177.22,,177.22
2230,BHEL,01-11-2022,Largecap,Industrials,Completed,83.12,2022-11-01,78.65,2022-12-01,Stop Loss,1,-5.38,-48.48,-5.38,90.92,2022-12-01,17.5,78.65,,78.65
2231,HEROMOTOCO,01-11-2022,Largecap,Auto,Completed,2565.78,2022-11-01,2464.08,2022-12-01,Stop Loss,1,-3.96,-38.45,-3.96,2594.66,2022-12-01,9.76,2464.08,,2464.08
2232,IITL,01-11-2022,Smallcap,Financials,Completed,87.95,2022-11-01,84.75,2022-12-01,Stop Loss,1,-3.64,-35.9,-3.64,94.95,2022-11-01,15.86,84.75,,84.75
2233,HITECHGEAR,01-11-2022,Smallcap,Auto,Completed,244.97,2022-11-01,251.2,2023-02-01,Stop Loss,3,2.54,10.56,0.84,287.89,2022-12-01,15.04,251.2,,251.2
2234,DREDGECORP,01-11-2022,Smallcap,Miscellaneous,Completed,432.05,2022-11-01,388.1,2022-12-01,Stop Loss,1,-10.17,-72.4,-10.17,456.45,2022-11-01,25.09,388.1,,388.1
2235,ATULAUTO,01-11-2022,Smallcap,Auto,Completed,316.45,2022-11-01,281.0,2022-12-01,Stop Loss,1,-11.2,-75.97,-11.2,331.4,2022-11-01,24.38,281.0,281.0,281.0
2236,ARCHIES,01-11-2022,Smallcap,Consumer Discretionary,Completed,24.0,2022-11-01,22.6,2023-01-01,Stop Loss,2,-5.83,-30.28,-2.96,29.5,2022-11-01,26.25,22.6,,22.6
2237,SOUTHBANK,01-11-2022,Midcap,Bank,Completed,16.22,2022-11-01,16.12,2023-02-01,Stop Loss,3,-0.59,-2.35,-0.2,20.98,2022-12-01,20.47,16.12,16.12,16.12
2238,PTC,01-11-2022,Smallcap,Power & Utilities,Completed,70.86,2022-11-01,65.39,2022-12-01,Stop Loss,1,-7.73,-61.9,-7.73,77.11,2022-12-01,19.83,65.39,,65.39
2239,MAHABANK,01-11-2022,Largecap,Bank,Completed,24.05,2022-11-01,23.19,2023-02-01,Stop Loss,3,-3.59,-13.61,-1.21,32.97,2022-12-01,24.39,23.19,23.19,23.19
2240,KTKBANK,01-11-2022,Midcap,Bank,Completed,134.02,2022-11-01,132.76,2023-01-01,Stop Loss,2,-0.94,-5.49,-0.47,156.55,2022-12-01,35.81,132.76,,132.76
2241,VISASTEEL,01-11-2022,Smallcap,Metals & Mining,Completed,16.45,2022-11-01,15.25,2022-12-01,Stop Loss,1,-7.29,-59.71,-7.29,19.1,2022-11-01,19.15,15.25,15.25,15.25
2242,DCBBANK,01-11-2022,Smallcap,Bank,Completed,127.14,2022-11-01,123.01,2022-12-01,Stop Loss,1,-3.25,-32.69,-3.25,137.09,2022-12-01,19.32,123.01,,123.01
2243,IDBI,01-12-2022,Largecap,Bank,Completed,51.44,2022-12-01,49.4,2023-01-01,Stop Loss,1,-3.96,-38.39,-3.96,58.68,2023-01-01,11.96,49.4,,49.4
2244,GODREJIND,01-12-2022,Largecap,Chemicals,Completed,429.9,2022-12-01,429.6,2023-01-01,Stop Loss,1,-0.07,-0.83,-0.07,489.05,2022-12-01,3.02,429.6,,429.6
2245,HCC,01-12-2022,Smallcap,Realty,Completed,20.1,2022-12-01,19.1,2023-01-01,Stop Loss,1,-4.98,-45.79,-4.98,22.7,2022-12-01,17.91,19.1,,19.1
2246,HLVLTD,01-12-2022,Smallcap,Services,Completed,11.85,2022-12-01,10.3,2023-01-01,Stop Loss,1,-13.08,-81.4,-13.08,15.85,2022-12-01,15.61,10.3,,10.3
2247,LICHSGFIN,01-12-2022,Largecap,Financials,Completed,393.57,2022-12-01,381.26,2023-01-01,Stop Loss,1,-3.13,-31.7,-3.13,409.58,2023-01-01,8.32,381.26,,381.26
2248,JINDALSAW,01-12-2022,Midcap,Industrials,Completed,50.29,2022-12-01,305.21,2024-11-01,End of Data,23,506.94,156.21,8.16,380.32,2024-10-01,13.52,,,
2249,BBTC,01-12-2022,Midcap,Auto,Completed,897.41,2022-12-01,874.16,2023-01-01,Stop Loss,1,-2.59,-27.02,-2.59,1036.8,2022-12-01,3.83,874.16,,874.16
