Date,Stock_Ticker,Market_Cap,HA_Close,EMA_89
2025-08-01,KOTAKBANK,Large Cap,1980.85,1648.24
2025-08-01,LT,Large Cap,3623.97,2308.91
2025-08-01,JSWSTEEL,Mid Cap,1048.02,645.49
2025-07-01,TITAN,Large Cap,3511.51,2350.95
2025-07-01,GRASIM,Mid Cap,2773.68,1695.44
2025-07-01,SUNPHARMA,Large Cap,1688.79,1066.36
2025-07-01,POWERGRID,Large Cap,293.64,177.81
2025-07-01,TCS,Large Cap,3238.19,2956.66
2025-07-01,ULTRACEMCO,Large Cap,12204.64,7526.06
2025-07-01,MARUTI,Large Cap,12402.27,8806.18
2025-07-01,RELIANCE,Large Cap,1450.21,1035.16
2025-07-01,AXISBANK,Large Cap,1130.98,852.5
2025-07-01,NTPC,Large Cap,332.53,204.81
2025-07-01,ADANIPORTS,Mid Cap,1416.93,819.65
2025-07-01,INFY,Large Cap,1562.38,1247.71
2025-07-01,SBIN,Large Cap,812.9,518.81
2025-07-01,KOTAKBANK,Large Cap,2077.55,1640.53
2025-07-01,HINDUNILVR,Large Cap,2414.2,2086.18
2025-07-01,ITC,Large Cap,415.1,312.37
2025-07-01,TATAMOTORS,Mid Cap,678.97,537.62
2025-07-01,LT,Large Cap,3599.18,2278.46
2025-07-01,HDFCBANK,Large Cap,1001.74,678.12
2025-07-01,ASIANPAINT,Large Cap,2407.9,2367.26
2025-07-01,NESTLEIND,Large Cap,1168.58,904.51
2025-07-01,JSWSTEEL,Mid Cap,1036.21,636.17
2025-07-01,CIPLA,Mid Cap,1523.73,1037.21
2025-07-01,WIPRO,Large Cap,252.96,201.07
2025-07-01,BHARTIARTL,Large Cap,1946.01,926.72
2025-06-01,TITAN,Large Cap,3566.12,2324.06
2025-06-01,ITC,Large Cap,418.76,309.99
2025-06-01,HINDUNILVR,Large Cap,2301.82,2078.58
2025-06-01,SBIN,Large Cap,809.85,512.0
2025-06-01,BHARTIARTL,Large Cap,1910.92,903.11
2025-06-01,SUNPHARMA,Large Cap,1674.04,1051.94
2025-06-01,TATAMOTORS,Mid Cap,697.78,534.35
2025-06-01,ADANIPORTS,Mid Cap,1420.24,805.81
2025-06-01,AXISBANK,Large Cap,1195.78,846.05
2025-06-01,INFY,Large Cap,1586.2,1240.42
2025-06-01,KOTAKBANK,Large Cap,2122.03,1630.41
2025-06-01,LT,Large Cap,3606.91,2247.85
2025-06-01,MARUTI,Large Cap,12234.33,8722.86
2025-06-01,TCS,Large Cap,3410.19,2950.14
2025-06-01,RELIANCE,Large Cap,1452.47,1025.54
2025-06-01,HDFCBANK,Large Cap,961.94,670.62
2025-06-01,GRASIM,Mid Cap,2689.59,1670.46
2025-06-01,POWERGRID,Large Cap,292.19,175.13
2025-06-01,NTPC,Large Cap,329.85,201.85
2025-06-01,JSWSTEEL,Mid Cap,1001.14,626.9
2025-06-01,NESTLEIND,Large Cap,1196.26,898.39
2025-06-01,CIPLA,Mid Cap,1480.4,1025.93
2025-06-01,WIPRO,Large Cap,252.68,199.87
2025-06-01,ULTRACEMCO,Large Cap,11542.83,7417.65
2025-05-01,NESTLEIND,Large Cap,1184.76,891.49
2025-05-01,MARUTI,Large Cap,12311.0,8641.45
2025-05-01,BHARTIARTL,Large Cap,1843.89,879.74
2025-05-01,RELIANCE,Large Cap,1409.82,1015.65
2025-05-01,TCS,Large Cap,3444.02,2939.47
2025-05-01,JSWSTEEL,Mid Cap,998.04,618.22
2025-05-01,NTPC,Large Cap,340.81,198.88
2025-05-01,HINDUNILVR,Large Cap,2326.09,2073.4
2025-05-01,INFY,Large Cap,1525.76,1232.4
2025-05-01,AXISBANK,Large Cap,1186.46,837.94
2025-05-01,WIPRO,Large Cap,241.53,198.65
2025-05-01,GRASIM,Mid Cap,2656.41,1646.83
2025-05-01,POWERGRID,Large Cap,298.99,172.41
2025-05-01,SBIN,Large Cap,777.13,505.09
2025-05-01,TATAMOTORS,Mid Cap,679.48,530.56
2025-05-01,KOTAKBANK,Large Cap,2136.81,1619.01
2025-05-01,ITC,Large Cap,417.57,307.47
2025-05-01,LT,Large Cap,3466.54,2216.35
2025-05-01,CIPLA,Mid Cap,1491.95,1015.4
2025-05-01,TITAN,Large Cap,3450.91,2295.27
2025-05-01,HDFCBANK,Large Cap,943.8,663.87
2025-05-01,SUNPHARMA,Large Cap,1740.45,1037.52
2025-05-01,ULTRACEMCO,Large Cap,11425.83,7322.02
2025-05-01,ADANIPORTS,Mid Cap,1324.38,791.57
2025-04-01,GRASIM,Mid Cap,2640.82,1623.42
2025-04-01,TITAN,Large Cap,3184.89,2268.46
2025-04-01,ULTRACEMCO,Large Cap,11513.28,7226.85
2025-04-01,ITC,Large Cap,408.28,304.92
2025-04-01,INFY,Large Cap,1455.03,1225.6
2025-04-01,HINDUNILVR,Large Cap,2285.59,2067.54
2025-04-01,SUNPHARMA,Large Cap,1751.58,1021.21
2025-04-01,TCS,Large Cap,3375.06,2927.77
2025-04-01,MARUTI,Large Cap,11654.22,8556.35
2025-04-01,KOTAKBANK,Large Cap,2168.77,1607.0
2025-04-01,SBIN,Large Cap,764.88,498.78
2025-04-01,WIPRO,Large Cap,244.05,197.65
2025-04-01,LT,Large Cap,3291.28,2187.35
2025-04-01,ADANIPORTS,Mid Cap,1174.16,779.21
2025-04-01,POWERGRID,Large Cap,299.04,169.48
2025-04-01,HDFCBANK,Large Cap,910.26,657.37
2025-04-01,BHARTIARTL,Large Cap,1773.47,857.38
2025-04-01,NESTLEIND,Large Cap,1154.39,884.68
2025-04-01,RELIANCE,Large Cap,1294.04,1006.5
2025-04-01,TATAMOTORS,Mid Cap,627.96,527.11
2025-04-01,AXISBANK,Large Cap,1136.34,829.86
2025-04-01,JSWSTEEL,Mid Cap,1014.38,609.41
2025-04-01,NTPC,Large Cap,346.33,195.59
2025-04-01,CIPLA,Mid Cap,1460.96,1004.35
2025-03-01,HDFCBANK,Large Cap,865.95,651.51
2025-03-01,NESTLEIND,Large Cap,1095.45,878.43
2025-03-01,NTPC,Large Cap,333.63,192.09
2025-03-01,SUNPHARMA,Large Cap,1667.77,1004.27
2025-03-01,ADANIPORTS,Mid Cap,1121.15,770.05
2025-03-01,POWERGRID,Large Cap,271.1,166.47
2025-03-01,TATAMOTORS,Mid Cap,650.52,524.77
2025-03-01,HINDUNILVR,Large Cap,2199.33,2062.48
2025-03-01,LT,Large Cap,3304.01,2161.74
2025-03-01,MARUTI,Large Cap,11595.37,8484.47
2025-03-01,TCS,Large Cap,3522.6,2917.39
2025-03-01,BHARTIARTL,Large Cap,1647.58,836.13
2025-03-01,AXISBANK,Large Cap,1057.73,822.75
2025-03-01,KOTAKBANK,Large Cap,2041.26,1593.97
2025-03-01,WIPRO,Large Cap,267.23,196.58
2025-03-01,GRASIM,Mid Cap,2464.83,1599.81
2025-03-01,SBIN,Large Cap,717.51,492.61
2025-03-01,TITAN,Large Cap,3076.59,2247.2
2025-03-01,INFY,Large Cap,1612.57,1220.27
2025-03-01,ULTRACEMCO,Large Cap,10873.03,7127.39
2025-03-01,CIPLA,Mid Cap,1429.24,993.75
2025-03-01,RELIANCE,Large Cap,1230.78,999.83
2025-03-01,JSWSTEEL,Mid Cap,1009.81,600.02
2025-03-01,ITC,Large Cap,395.99,302.52
2025-02-01,CIPLA,Mid Cap,1434.8,983.64
2025-02-01,SUNPHARMA,Large Cap,1661.65,988.86
2025-02-01,GRASIM,Mid Cap,2403.83,1579.73
2025-02-01,TCS,Large Cap,3754.59,2903.34
2025-02-01,SBIN,Large Cap,717.64,487.39
2025-02-01,INFY,Large Cap,1768.73,1211.17
2025-02-01,MARUTI,Large Cap,12252.08,8412.26
2025-02-01,ITC,Large Cap,412.45,300.35
2025-02-01,POWERGRID,Large Cap,271.92,164.04
2025-02-01,HDFCBANK,Large Cap,838.59,646.53
2025-02-01,BHARTIARTL,Large Cap,1607.83,817.29
2025-02-01,TITAN,Large Cap,3319.07,2227.95
2025-02-01,AXISBANK,Large Cap,1003.79,817.29
2025-02-01,NESTLEIND,Large Cap,1114.23,873.39
2025-02-01,HINDUNILVR,Large Cap,2338.68,2059.3
2025-02-01,TATAMOTORS,Mid Cap,665.29,521.85
2025-02-01,WIPRO,Large Cap,291.96,194.94
2025-02-01,LT,Large Cap,3346.8,2135.22
2025-02-01,JSWSTEEL,Mid Cap,947.74,590.51
2025-02-01,RELIANCE,Large Cap,1232.33,994.47
2025-02-01,KOTAKBANK,Large Cap,1914.9,1583.58
2025-02-01,NTPC,Large Cap,312.12,188.81
2025-02-01,ADANIPORTS,Mid Cap,1092.42,761.9
2025-02-01,ULTRACEMCO,Large Cap,10808.54,7040.44
2025-01-01,ADANIPORTS,Mid Cap,1137.14,754.22
2025-01-01,KOTAKBANK,Large Cap,1833.49,1575.89
2025-01-01,SBIN,Large Cap,759.85,482.04
2025-01-01,GRASIM,Mid Cap,2437.46,1560.59
2025-01-01,TCS,Large Cap,4075.32,2883.57
2025-01-01,INFY,Large Cap,1856.29,1198.22
2025-01-01,HDFCBANK,Large Cap,843.72,642.07
2025-01-01,HINDUNILVR,Large Cap,2356.88,2052.81
2025-01-01,NESTLEIND,Large Cap,1108.66,867.79
2025-01-01,POWERGRID,Large Cap,297.15,161.54
2025-01-01,ULTRACEMCO,Large Cap,11234.31,6952.93
2025-01-01,MARUTI,Large Cap,11465.62,8323.08
2025-01-01,AXISBANK,Large Cap,1018.44,812.96
2025-01-01,TATAMOTORS,Mid Cap,731.15,518.51
2025-01-01,BHARTIARTL,Large Cap,1598.71,798.93
2025-01-01,CIPLA,Mid Cap,1468.6,973.17
2025-01-01,TITAN,Large Cap,3379.58,2202.61
2025-01-01,JSWSTEEL,Mid Cap,919.04,582.21
2025-01-01,LT,Large Cap,3538.62,2107.08
2025-01-01,NTPC,Large Cap,318.85,185.94
2025-01-01,ITC,Large Cap,448.19,297.75
2025-01-01,SUNPHARMA,Large Cap,1790.75,973.24
2025-01-01,RELIANCE,Large Cap,1249.4,988.95
2025-01-01,WIPRO,Large Cap,292.57,192.68
2024-12-01,INFY,Large Cap,1868.87,1182.93
2024-12-01,NESTLEIND,Large Cap,1090.03,862.2
2024-12-01,MARUTI,Large Cap,10909.51,8250.05
2024-12-01,HDFCBANK,Large Cap,883.1,637.38
2024-12-01,WIPRO,Large Cap,289.0,190.36
2024-12-01,BHARTIARTL,Large Cap,1602.91,780.35
2024-12-01,POWERGRID,Large Cap,314.51,158.39
2024-12-01,TATAMOTORS,Mid Cap,759.84,513.57
2024-12-01,LT,Large Cap,3672.75,2073.82
2024-12-01,KOTAKBANK,Large Cap,1772.31,1569.9
2024-12-01,AXISBANK,Large Cap,1111.49,808.19
2024-12-01,GRASIM,Mid Cap,2539.61,1540.22
2024-12-01,SBIN,Large Cap,807.38,475.59
2024-12-01,ULTRACEMCO,Large Cap,11420.72,6853.44
2024-12-01,ADANIPORTS,Mid Cap,1223.24,745.33
2024-12-01,TCS,Large Cap,4161.66,2855.88
2024-12-01,RELIANCE,Large Cap,1253.72,982.9
2024-12-01,ITC,Large Cap,458.18,294.25
2024-12-01,SUNPHARMA,Large Cap,1825.55,954.24
2024-12-01,NTPC,Large Cap,343.41,182.86
2024-12-01,TITAN,Large Cap,3300.62,2175.26
2024-12-01,HINDUNILVR,Large Cap,2385.44,2045.75
2024-12-01,CIPLA,Mid Cap,1495.6,961.65
2024-12-01,JSWSTEEL,Mid Cap,944.08,574.38
2024-11-01,KOTAKBANK,Large Cap,1745.34,1565.2
2024-11-01,POWERGRID,Large Cap,316.78,154.76
2024-11-01,SUNPHARMA,Large Cap,1790.59,933.99
2024-11-01,ULTRACEMCO,Large Cap,11058.55,6747.26
2024-11-01,WIPRO,Large Cap,271.62,188.07
2024-11-01,INFY,Large Cap,1795.18,1166.98
2024-11-01,ADANIPORTS,Mid Cap,1236.52,734.22
2024-11-01,NTPC,Large Cap,379.64,179.12
2024-11-01,HDFCBANK,Large Cap,860.51,631.67
2024-11-01,GRASIM,Mid Cap,2619.55,1516.98
2024-11-01,SBIN,Large Cap,805.43,467.87
2024-11-01,NESTLEIND,Large Cap,1107.77,856.9
2024-11-01,RELIANCE,Large Cap,1290.96,976.6
2024-11-01,AXISBANK,Large Cap,1149.79,801.14
2024-11-01,ITC,Large Cap,463.17,290.44
2024-11-01,TCS,Large Cap,4077.79,2825.53
2024-11-01,TITAN,Large Cap,3247.44,2149.09
2024-11-01,CIPLA,Mid Cap,1528.06,949.24
2024-11-01,JSWSTEEL,Mid Cap,968.12,565.79
2024-11-01,MARUTI,Large Cap,11008.93,8188.23
2024-11-01,BHARTIARTL,Large Cap,1588.48,761.22
2024-11-01,ASIANPAINT,Large Cap,2677.24,2379.38
2024-11-01,LT,Large Cap,3607.16,2036.65
2024-11-01,HINDUNILVR,Large Cap,2446.22,2037.85
2024-11-01,TATAMOTORS,Mid Cap,803.48,507.85
2024-10-01,KOTAKBANK,Large Cap,1802.43,1561.01
2024-10-01,SBIN,Large Cap,786.32,460.02
2024-10-01,NESTLEIND,Large Cap,1216.74,851.07
2024-10-01,TITAN,Large Cap,3528.37,2123.55
2024-10-01,CIPLA,Mid Cap,1565.64,935.78
2024-10-01,GRASIM,Mid Cap,2719.41,1491.34
2024-10-01,ITC,Large Cap,482.53,286.42
2024-10-01,RELIANCE,Large Cap,1399.65,969.29
2024-10-01,TATAMOTORS,Mid Cap,897.57,500.97
2024-10-01,ASIANPAINT,Large Cap,3091.28,2372.45
2024-10-01,AXISBANK,Large Cap,1187.64,793.03
2024-10-01,POWERGRID,Large Cap,324.71,150.99
2024-10-01,WIPRO,Large Cap,263.36,186.13
2024-10-01,BHARTIARTL,Large Cap,1651.69,741.98
2024-10-01,SUNPHARMA,Large Cap,1869.05,914.06
2024-10-01,ULTRACEMCO,Large Cap,11295.81,6646.98
2024-10-01,JSWSTEEL,Mid Cap,988.5,556.43
2024-10-01,TCS,Large Cap,4050.83,2796.4
2024-10-01,LT,Large Cap,3535.98,2000.12
2024-10-01,ADANIPORTS,Mid Cap,1393.26,722.53
2024-10-01,NTPC,Large Cap,413.34,174.46
2024-10-01,INFY,Large Cap,1796.53,1152.37
2024-10-01,HDFCBANK,Large Cap,836.56,626.35
2024-10-01,MARUTI,Large Cap,11959.89,8122.61
2024-10-01,HINDUNILVR,Large Cap,2677.86,2028.35
2024-09-01,MARUTI,Large Cap,12674.65,8033.31
2024-09-01,TITAN,Large Cap,3690.92,2090.85
2024-09-01,ADANIPORTS,Mid Cap,1450.98,706.92
2024-09-01,CIPLA,Mid Cap,1637.91,921.12
2024-09-01,GRASIM,Mid Cap,2717.68,1462.75
2024-09-01,POWERGRID,Large Cap,334.99,146.95
2024-09-01,TCS,Large Cap,4340.35,2767.2
2024-09-01,SUNPHARMA,Large Cap,1862.19,891.84
2024-09-01,HINDUNILVR,Large Cap,2838.12,2013.24
2024-09-01,ASIANPAINT,Large Cap,3217.65,2355.72
2024-09-01,NTPC,Large Cap,413.65,168.9
2024-09-01,ITC,Large Cap,494.88,281.86
2024-09-01,LT,Large Cap,3650.15,1964.37
2024-09-01,RELIANCE,Large Cap,1485.77,959.27
2024-09-01,WIPRO,Large Cap,258.67,184.33
2024-09-01,ULTRACEMCO,Large Cap,11569.91,6538.78
2024-09-01,NESTLEIND,Large Cap,1287.8,842.56
2024-09-01,AXISBANK,Large Cap,1207.68,783.84
2024-09-01,HDFCBANK,Large Cap,830.28,621.45
2024-09-01,BHARTIARTL,Large Cap,1640.49,720.81
2024-09-01,JSWSTEEL,Mid Cap,976.31,546.37
2024-09-01,SBIN,Large Cap,783.41,452.43
2024-09-01,INFY,Large Cap,1867.68,1137.38
2024-09-01,TATAMOTORS,Mid Cap,1024.65,491.74
2024-09-01,KOTAKBANK,Large Cap,1831.5,1555.39
2024-08-01,SUNPHARMA,Large Cap,1747.83,869.24
2024-08-01,NESTLEIND,Large Cap,1230.06,832.19
2024-08-01,BHARTIARTL,Large Cap,1505.22,699.39
2024-08-01,LT,Large Cap,3681.94,1925.12
2024-08-01,TATAMOTORS,Mid Cap,1106.18,479.33
2024-08-01,JSWSTEEL,Mid Cap,922.94,536.36
2024-08-01,POWERGRID,Large Cap,331.94,142.57
2024-08-01,RELIANCE,Large Cap,1487.64,947.01
2024-08-01,MARUTI,Large Cap,12618.86,7925.23
2024-08-01,ITC,Large Cap,480.11,276.9
2024-08-01,AXISBANK,Large Cap,1161.81,773.97
2024-08-01,ULTRACEMCO,Large Cap,11470.19,6421.63
2024-08-01,WIPRO,Large Cap,250.46,182.6
2024-08-01,INFY,Large Cap,1820.7,1120.37
2024-08-01,ADANIPORTS,Mid Cap,1522.54,689.6
2024-08-01,ASIANPAINT,Large Cap,3062.56,2335.65
2024-08-01,HDFCBANK,Large Cap,798.37,616.59
2024-08-01,TCS,Large Cap,4339.34,2730.57
2024-08-01,CIPLA,Mid Cap,1557.33,904.43
2024-08-01,GRASIM,Mid Cap,2673.59,1433.53
2024-08-01,NTPC,Large Cap,400.95,163.2
2024-08-01,SBIN,Large Cap,825.88,444.72
2024-08-01,HINDUNILVR,Large Cap,2699.19,1994.03
2024-08-01,KOTAKBANK,Large Cap,1788.03,1548.96
2024-08-01,TITAN,Large Cap,3485.22,2053.59
2024-07-01,KOTAKBANK,Large Cap,1798.32,1543.39
2024-07-01,WIPRO,Large Cap,253.16,181.02
2024-07-01,HINDUNILVR,Large Cap,2560.45,1977.6
2024-07-01,NTPC,Large Cap,381.82,157.66
2024-07-01,ITC,Large Cap,448.25,272.16
2024-07-01,TITAN,Large Cap,3369.75,2020.24
2024-07-01,SUNPHARMA,Large Cap,1597.33,848.77
2024-07-01,INFY,Large Cap,1679.54,1104.05
2024-07-01,RELIANCE,Large Cap,1523.66,934.42
2024-07-01,JSWSTEEL,Mid Cap,911.65,527.35
2024-07-01,MARUTI,Large Cap,12371.92,7815.88
2024-07-01,AXISBANK,Large Cap,1231.18,764.94
2024-07-01,HDFCBANK,Large Cap,816.56,612.36
2024-07-01,TCS,Large Cap,4066.54,2693.09
2024-07-01,ULTRACEMCO,Large Cap,11573.28,6304.0
2024-07-01,BHARTIARTL,Large Cap,1448.5,680.62
2024-07-01,LT,Large Cap,3624.25,1884.19
2024-07-01,GRASIM,Mid Cap,2725.26,1404.64
2024-07-01,POWERGRID,Large Cap,326.51,138.15
2024-07-01,SBIN,Large Cap,844.03,435.84
2024-07-01,ASIANPAINT,Large Cap,2946.16,2318.71
2024-07-01,NESTLEIND,Large Cap,1240.69,822.92
2024-07-01,ADANIPORTS,Mid Cap,1505.13,670.19
2024-07-01,TATAMOTORS,Mid Cap,1064.0,464.73
2024-07-01,CIPLA,Mid Cap,1498.27,889.21
2024-06-01,ITC,Large Cap,404.47,268.06
2024-06-01,TITAN,Large Cap,3327.78,1988.78
2024-06-01,AXISBANK,Large Cap,1216.48,754.07
2024-06-01,ADANIPORTS,Mid Cap,1439.07,650.73
2024-06-01,HINDUNILVR,Large Cap,2412.22,1964.01
2024-06-01,TCS,Large Cap,3724.26,2661.07
2024-06-01,MARUTI,Large Cap,12096.56,7709.67
2024-06-01,NTPC,Large Cap,356.1,152.44
2024-06-01,BHARTIARTL,Large Cap,1384.31,662.72
2024-06-01,HDFCBANK,Large Cap,789.16,607.59
2024-06-01,ULTRACEMCO,Large Cap,10712.62,6181.17
2024-06-01,LT,Large Cap,3563.2,1843.62
2024-06-01,SUNPHARMA,Large Cap,1465.01,831.32
2024-06-01,GRASIM,Mid Cap,2461.8,1373.86
2024-06-01,POWERGRID,Large Cap,311.25,133.76
2024-06-01,ASIANPAINT,Large Cap,2858.25,2304.08
2024-06-01,NESTLEIND,Large Cap,1210.18,813.18
2024-06-01,WIPRO,Large Cap,228.18,179.33
2024-06-01,TATAMOTORS,Mid Cap,943.55,450.76
2024-06-01,INFY,Large Cap,1451.22,1090.64
2024-06-01,KOTAKBANK,Large Cap,1739.67,1537.45
2024-06-01,CIPLA,Mid Cap,1465.61,875.02
2024-06-01,RELIANCE,Large Cap,1486.18,920.68
2024-06-01,JSWSTEEL,Mid Cap,894.74,518.4
2024-06-01,SBIN,Large Cap,822.6,426.32
2024-05-01,MARUTI,Large Cap,12376.45,7607.34
2024-05-01,ASIANPAINT,Large Cap,2798.03,2291.16
2024-05-01,TITAN,Large Cap,3390.39,1957.55
2024-05-01,SUNPHARMA,Large Cap,1473.0,816.54
2024-05-01,BHARTIARTL,Large Cap,1321.58,645.89
2024-05-01,ADANIPORTS,Mid Cap,1352.43,632.34
2024-05-01,NTPC,Large Cap,350.55,147.68
2024-05-01,TCS,Large Cap,3683.97,2636.27
2024-05-01,HDFCBANK,Large Cap,726.62,603.36
2024-05-01,WIPRO,Large Cap,217.11,178.19
2024-05-01,JSWSTEEL,Mid Cap,871.24,509.62
2024-05-01,GRASIM,Mid Cap,2360.71,1348.48
2024-05-01,NESTLEIND,Large Cap,1196.55,803.92
2024-05-01,TATAMOTORS,Mid Cap,963.78,439.26
2024-05-01,ULTRACEMCO,Large Cap,9795.55,6075.47
2024-05-01,SBIN,Large Cap,793.26,417.08
2024-05-01,LT,Large Cap,3498.02,1803.51
2024-05-01,POWERGRID,Large Cap,296.28,129.62
2024-05-01,CIPLA,Mid Cap,1393.27,861.24
2024-05-01,INFY,Large Cap,1371.64,1082.23
2024-05-01,RELIANCE,Large Cap,1432.8,907.49
2024-05-01,AXISBANK,Large Cap,1155.4,743.28
2024-05-01,HINDUNILVR,Large Cap,2230.43,1953.56
2024-05-01,KOTAKBANK,Large Cap,1638.86,1532.73
2024-05-01,ITC,Large Cap,410.9,264.88
2024-04-01,KOTAKBANK,Large Cap,1712.76,1530.25
2024-04-01,ADANIPORTS,Mid Cap,1331.94,615.53
2024-04-01,NESTLEIND,Large Cap,1248.69,794.75
2024-04-01,HDFCBANK,Large Cap,722.72,600.48
2024-04-01,RELIANCE,Large Cap,1462.92,895.23
2024-04-01,NTPC,Large Cap,342.14,142.95
2024-04-01,ULTRACEMCO,Large Cap,9692.89,5988.64
2024-04-01,ITC,Large Cap,409.38,261.47
2024-04-01,TITAN,Large Cap,3657.74,1924.1
2024-04-01,HINDUNILVR,Large Cap,2181.31,1947.1
2024-04-01,TATAMOTORS,Mid Cap,983.83,427.02
2024-04-01,WIPRO,Large Cap,225.38,177.29
2024-04-01,CIPLA,Mid Cap,1414.4,848.82
2024-04-01,JSWSTEEL,Mid Cap,857.8,501.18
2024-04-01,MARUTI,Large Cap,12382.2,7496.03
2024-04-01,LT,Large Cap,3614.5,1763.96
2024-04-01,SUNPHARMA,Large Cap,1543.21,801.22
2024-04-01,TCS,Large Cap,3793.54,2611.82
2024-04-01,SBIN,Large Cap,759.8,408.3
2024-04-01,POWERGRID,Large Cap,277.94,125.73
2024-04-01,AXISBANK,Large Cap,1097.43,733.66
2024-04-01,INFY,Large Cap,1407.01,1075.47
2024-04-01,BHARTIARTL,Large Cap,1254.32,630.12
2024-04-01,ASIANPAINT,Large Cap,2803.43,2279.33
2024-04-01,GRASIM,Mid Cap,2320.47,1324.85
2024-03-01,ASIANPAINT,Large Cap,2781.64,2267.09
2024-03-01,TCS,Large Cap,3911.41,2584.22
2024-03-01,HDFCBANK,Large Cap,689.96,597.63
2024-03-01,SBIN,Large Cap,727.34,400.09
2024-03-01,NTPC,Large Cap,323.8,138.3
2024-03-01,TATAMOTORS,Mid Cap,973.24,414.02
2024-03-01,RELIANCE,Large Cap,1457.88,881.97
2024-03-01,WIPRO,Large Cap,240.42,176.16
2024-03-01,INFY,Large Cap,1519.08,1067.73
2024-03-01,GRASIM,Mid Cap,2216.91,1301.6
2024-03-01,HINDUNILVR,Large Cap,2274.1,1941.63
2024-03-01,JSWSTEEL,Mid Cap,801.82,492.85
2024-03-01,ULTRACEMCO,Large Cap,9697.69,5902.13
2024-03-01,ITC,Large Cap,397.64,258.01
2024-03-01,SUNPHARMA,Large Cap,1569.09,783.89
2024-03-01,LT,Large Cap,3578.21,1720.74
2024-03-01,ADANIPORTS,Mid Cap,1294.04,598.8
2024-03-01,TITAN,Large Cap,3681.13,1883.62
2024-03-01,POWERGRID,Large Cap,269.06,122.18
2024-03-01,NESTLEIND,Large Cap,1268.06,784.15
2024-03-01,KOTAKBANK,Large Cap,1741.06,1525.99
2024-03-01,AXISBANK,Large Cap,1068.92,725.17
2024-03-01,MARUTI,Large Cap,11733.42,7381.92
2024-03-01,BHARTIARTL,Large Cap,1163.49,615.54
2024-03-01,CIPLA,Mid Cap,1456.32,835.61
2024-02-01,ASIANPAINT,Large Cap,2839.77,2255.06
2024-02-01,NTPC,Large Cap,316.13,133.96
2024-02-01,JSWSTEEL,Mid Cap,807.01,485.63
2024-02-01,TATAMOTORS,Mid Cap,914.91,400.95
2024-02-01,SUNPHARMA,Large Cap,1470.98,765.54
2024-02-01,TITAN,Large Cap,3628.02,1841.61
2024-02-01,MARUTI,Large Cap,10638.86,7280.23
2024-02-01,TCS,Large Cap,3871.79,2553.21
2024-02-01,RELIANCE,Large Cap,1442.77,868.51
2024-02-01,HDFCBANK,Large Cap,689.15,595.47
2024-02-01,AXISBANK,Large Cap,1070.78,717.14
2024-02-01,NESTLEIND,Large Cap,1237.73,772.85
2024-02-01,ADANIPORTS,Mid Cap,1257.81,582.55
2024-02-01,POWERGRID,Large Cap,258.8,118.75
2024-02-01,BHARTIARTL,Large Cap,1124.59,602.73
2024-02-01,LT,Large Cap,3375.14,1677.34
2024-02-01,CIPLA,Mid Cap,1397.46,821.11
2024-02-01,GRASIM,Mid Cap,2143.41,1280.21
2024-02-01,ULTRACEMCO,Large Cap,9893.57,5813.44
2024-02-01,WIPRO,Large Cap,241.92,174.66
2024-02-01,ITC,Large Cap,396.76,254.75
2024-02-01,SBIN,Large Cap,675.29,392.44
2024-02-01,INFY,Large Cap,1610.75,1057.18
2024-02-01,HINDUNILVR,Large Cap,2369.81,1933.86
2024-02-01,KOTAKBANK,Large Cap,1755.26,1520.96
2024-01-01,TATAMOTORS,Mid Cap,825.82,388.93
2024-01-01,NESTLEIND,Large Cap,1270.11,761.97
2024-01-01,LT,Large Cap,3475.68,1637.64
2024-01-01,INFY,Large Cap,1532.53,1044.24
2024-01-01,CIPLA,Mid Cap,1296.47,807.63
2024-01-01,NTPC,Large Cap,300.21,129.7
2024-01-01,ASIANPAINT,Large Cap,3113.61,2241.39
2024-01-01,TITAN,Large Cap,3705.69,1799.84
2024-01-01,SUNPHARMA,Large Cap,1318.57,749.04
2024-01-01,KOTAKBANK,Large Cap,1847.26,1515.48
2024-01-01,TCS,Large Cap,3696.99,2522.37
2024-01-01,ITC,Large Cap,426.82,251.43
2024-01-01,BHARTIARTL,Large Cap,1087.37,590.53
2024-01-01,SBIN,Large Cap,611.05,385.83
2024-01-01,POWERGRID,Large Cap,232.65,115.47
2024-01-01,AXISBANK,Large Cap,1080.65,708.87
2024-01-01,GRASIM,Mid Cap,2111.7,1260.03
2024-01-01,WIPRO,Large Cap,231.11,173.09
2024-01-01,MARUTI,Large Cap,9950.93,7201.69
2024-01-01,HINDUNILVR,Large Cap,2475.48,1923.66
2024-01-01,ULTRACEMCO,Large Cap,10103.05,5718.03
2024-01-01,RELIANCE,Large Cap,1355.31,855.08
2024-01-01,JSWSTEEL,Mid Cap,833.14,478.11
2024-01-01,HDFCBANK,Large Cap,754.91,593.28
2024-01-01,ADANIPORTS,Mid Cap,1111.57,566.76
2023-12-01,NESTLEIND,Large Cap,1243.77,750.08
2023-12-01,INFY,Large Cap,1449.0,1032.81
2023-12-01,WIPRO,Large Cap,211.65,171.73
2023-12-01,JSWSTEEL,Mid Cap,835.66,469.81
2023-12-01,SUNPHARMA,Large Cap,1220.89,735.72
2023-12-01,TCS,Large Cap,3573.25,2494.89
2023-12-01,KOTAKBANK,Large Cap,1831.59,1507.72
